Transit_ID,City,State,Route_ID,Transport_Mode,Source,Destination,Passenger_Count,Demand,Vehicle_Capacity,Traffic_Status,Traffic_Speed_kmh,Delay_Minutes,Fare_INR,Travel_Time_Min,Weather_Condition,Date,On_Time,On_Time_Status,Point,Path_Order,Latitude,Longitude
TR-0362,Nagpur,Maharashtra,R-015,Bus,Central,North,,,,High,,,,,Clear,2026-06-06 22:44:00,,,Destination,2,21.199205,79.117549
TR-0390,Indore,Madhya Pradesh,R-015,Bus,South,East,,,,Moderate,,,,,Clear,2026-07-04 09:46:00,,,Destination,2,22.702963,75.895904
TR-0395,Jaipur,Rajasthan,R-015,Metro,Central,East,,,,Moderate,,,,,Clear,2026-04-11 03:12:00,,,Destination,2,26.907301,75.832593
TR-0487,Kochi,Kerala,R-015,E-Rickshaw,North,Central,,,,Severe,,,,,Cloudy,2026-04-28 11:17:00,,,Destination,2,9.934195,76.238012
TR-0008,Mumbai,Maharashtra,R-016,Bus,West,East,208,Medium,61,High,16,0,23.56,32.95,Hazy,2026-04-03 02:19:00,1,On Time,Source,1,19.036015,72.840464
TR-0009,Nagpur,Maharashtra,R-016,Train,Central,North,664,High,962,High,23,25,98.4,33.41,Clear,2026-01-02 00:47:00,0,Delayed,Source,1,21.127192,79.089023
TR-0019,Kochi,Kerala,R-016,Bus,North,South,723,Low,46,Low,53,20,18.25,38.13,Hazy,2026-05-03 20:35:00,0,Delayed,Source,1,9.996105,76.287062
TR-0041,Mumbai,Maharashtra,R-016,Train,South,Central,352,Low,1513,High,15,3,95.0,12.76,Cloudy,2026-02-24 15:17:00,1,On Time,Source,1,19.019929,72.86806
TR-0097,Nagpur,Maharashtra,R-016,Taxi,West,Central,916,High,4,Moderate,43,0,47.6,59.13,Clear,2026-06-07 12:33:00,1,On Time,Source,1,21.132613,79.039001
TR-0153,Visakhapatnam,Andhra Pradesh,R-016,Auto,South,North,379,High,3,High,23,22,64.49,28.82,Cloudy,2026-02-05 09:36:00,0,Delayed,Source,1,17.646279,83.241501
TR-0236,Nagpur,Maharashtra,R-016,E-Rickshaw,Central,North,687,Medium,5,Moderate,30,29,79.22,28.4,Hazy,2026-06-08 20:41:00,0,Delayed,Source,1,21.141207,79.075717
TR-0402,Hyderabad,Telangana,R-016,Metro,West,South,839,High,685,Moderate,44,16,55.83,39.52,Hazy,2026-06-29 19:47:00,0,Delayed,Source,1,17.388164,78.425423
TR-0470,Bengaluru,Karnataka,R-016,Auto,East,North,378,Very High,3,Low,58,0,74.21,55.94,Hazy,2026-04-09 11:36:00,1,On Time,Source,1,12.976747,77.652628
TR-0008,Mumbai,Maharashtra,R-016,Bus,West,East,,,,High,,,,,Hazy,2026-04-03 02:19:00,,,Destination,2,19.111905,72.947481
TR-0009,Nagpur,Maharashtra,R-016,Train,Central,North,,,,High,,,,,Clear,2026-01-02 00:47:00,,,Destination,2,21.188052,79.103883
TR-0019,Kochi,Kerala,R-016,Bus,North,South,,,,Low,,,,,Hazy,2026-05-03 20:35:00,,,Destination,2,9.891866,76.257552
TR-0041,Mumbai,Maharashtra,R-016,Train,South,Central,,,,High,,,,,Cloudy,2026-02-24 15:17:00,,,Destination,2,19.067546,72.86896
TR-0097,Nagpur,Maharashtra,R-016,Taxi,West,Central,,,,Moderate,,,,,Clear,2026-06-07 12:33:00,,,Destination,2,21.139242,79.082011
TR-0153,Visakhapatnam,Andhra Pradesh,R-016,Auto,South,North,,,,High,,,,,Cloudy,2026-02-05 09:36:00,,,Destination,2,17.75786,83.214944
TR-0236,Nagpur,Maharashtra,R-016,E-Rickshaw,Central,North,,,,Moderate,,,,,Hazy,2026-06-08 20:41:00,,,Destination,2,21.208779,79.086342
TR-0402,Hyderabad,Telangana,R-016,Metro,West,South,,,,Moderate,,,,,Hazy,2026-06-29 19:47:00,,,Destination,2,17.319016,78.470808
TR-0470,Bengaluru,Karnataka,R-016,Auto,East,North,,,,Low,,,,,Hazy,2026-04-09 11:36:00,,,Destination,2,13.032858,77.601993
TR-0057,Coimbatore,Tamil Nadu,R-017,Bus,Central,North,373,Low,69,Low,47,29,71.7,28.67,Cloudy,2026-06-25 21:53:00,0,Delayed,Source,1,11.011773,76.950019
TR-0169,Coimbatore,Tamil Nadu,R-017,Auto,East,Central,977,Medium,3,Severe,12,0,31.32,42.26,Clear,2026-06-17 22:55:00,1,On Time,Source,1,11.017471,77.01912
TR-0220,Jaipur,Rajasthan,R-017,E-Rickshaw,Central,West,243,High,5,Low,52,24,82.27,58.94,Clear,2026-03-12 11:14:00,0,Delayed,Source,1,26.91822,75.781686
TR-0248,Lucknow,Uttar Pradesh,R-017,Metro,South,West,157,High,962,Low,56,3,46.46,5.15,Rain,2026-04-29 01:05:00,1,On Time,Source,1,26.790114,80.929915
TR-0296,Nagpur,Maharashtra,R-017,Bus,West,South,339,Very High,80,High,20,7,58.61,46.23,Hazy,2026-01-19 02:17:00,0,Delayed,Source,1,21.145476,79.025994
TR-0376,Kolkata,West Bengal,R-017,E-Rickshaw,East,North,241,Medium,5,Moderate,36,15,55.59,35.96,Cloudy,2026-01-12 20:41:00,0,Delayed,Source,1,22.579947,88.407892
TR-0445,Ahmedabad,Gujarat,R-017,Train,North,Central,947,Medium,1348,Moderate,41,5,47.96,13.07,Cloudy,2026-04-11 05:20:00,1,On Time,Source,1,23.061757,72.576077
TR-0057,Coimbatore,Tamil Nadu,R-017,Bus,Central,North,,,,Low,,,,,Cloudy,2026-06-25 21:53:00,,,Destination,2,11.091318,76.936024
TR-0169,Coimbatore,Tamil Nadu,R-017,Auto,East,Central,,,,Severe,,,,,Clear,2026-06-17 22:55:00,,,Destination,2,11.01166,76.931237
TR-0220,Jaipur,Rajasthan,R-017,E-Rickshaw,Central,West,,,,Low,,,,,Clear,2026-03-12 11:14:00,,,Destination,2,26.892743,75.733321
TR-0248,Lucknow,Uttar Pradesh,R-017,Metro,South,West,,,,Low,,,,,Rain,2026-04-29 01:05:00,,,Destination,2,26.820397,80.878243
TR-0296,Nagpur,Maharashtra,R-017,Bus,West,South,,,,High,,,,,Hazy,2026-01-19 02:17:00,,,Destination,2,21.091491,79.070138
TR-0376,Kolkata,West Bengal,R-017,E-Rickshaw,East,North,,,,Moderate,,,,,Cloudy,2026-01-12 20:41:00,,,Destination,2,22.623335,88.391747
TR-0445,Ahmedabad,Gujarat,R-017,Train,North,Central,,,,Moderate,,,,,Cloudy,2026-04-11 05:20:00,,,Destination,2,23.022863,72.554272
TR-0012,Coimbatore,Tamil Nadu,R-018,Bus,South,North,304,Medium,60,High,15,24,45.52,51.43,Rain,2026-04-14 13:23:00,0,Delayed,Source,1,10.948949,76.95159
TR-0029,Surat,Gujarat,R-018,Train,North,South,102,High,1618,High,22,25,41.87,26.84,Hazy,2026-08-05 22:36:00,0,Delayed,Source,1,21.218834,72.83419
TR-0196,Nagpur,Maharashtra,R-018,Metro,Central,South,481,Low,1043,Low,63,27,36.67,12.89,Rain,2026-07-06 03:36:00,0,Delayed,Source,1,21.135715,79.096317
TR-0197,Mumbai,Maharashtra,R-018,Bus,West,Central,479,High,63,Moderate,35,30,99.61,5.58,Cloudy,2026-02-02 09:36:00,0,Delayed,Source,1,19.093257,72.817847
TR-0283,Indore,Madhya Pradesh,R-018,Bus,West,North,253,Low,61,Moderate,44,11,18.43,57.53,Hazy,2026-05-04 06:22:00,0,Delayed,Source,1,22.71661,75.810066
TR-0416,Delhi,Delhi,R-018,Auto,North,Central,327,Medium,3,Low,57,20,53.91,43.62,Rain,2026-08-01 19:59:00,0,Delayed,Source,1,28.670994,77.223417
TR-0012,Coimbatore,Tamil Nadu,R-018,Bus,South,North,,,,High,,,,,Rain,2026-04-14 13:23:00,,,Destination,2,11.069118,76.974368
TR-0029,Surat,Gujarat,R-018,Train,North,South,,,,High,,,,,Hazy,2026-08-05 22:36:00,,,Destination,2,21.111899,72.793477
TR-0196,Nagpur,Maharashtra,R-018,Metro,Central,South,,,,Low,,,,,Rain,2026-07-06 03:36:00,,,Destination,2,21.091769,79.070027
TR-0197,Mumbai,Maharashtra,R-018,Bus,West,Central,,,,Moderate,,,,,Cloudy,2026-02-02 09:36:00,,,Destination,2,19.081897,72.884537
TR-0283,Indore,Madhya Pradesh,R-018,Bus,West,North,,,,Moderate,,,,,Hazy,2026-05-04 06:22:00,,,Destination,2,22.765665,75.862728
TR-0416,Delhi,Delhi,R-018,Auto,North,Central,,,,Low,,,,,Rain,2026-08-01 19:59:00,,,Destination,2,28.623378,77.216908
TR-0315,Kochi,Kerala,R-019,Taxi,South,North,294,High,4,Severe,6,7,13.4,40.39,Rain,2026-03-27 16:35:00,0,Delayed,Source,1,9.901652,76.254562
TR-0450,Pune,Maharashtra,R-019,Auto,South,East,689,High,3,Moderate,44,28,81.25,31.16,Hazy,2026-01-16 00:47:00,0,Delayed,Source,1,18.475284,73.831973
TR-0488,Ahmedabad,Gujarat,R-019,Auto,South,North,71,Medium,3,Moderate,37,24,99.33,42.37,Cloudy,2026-06-16 09:46:00,0,Delayed,Source,1,22.972251,72.559994
TR-0315,Kochi,Kerala,R-019,Taxi,South,North,,,,Severe,,,,,Rain,2026-03-27 16:35:00,,,Destination,2,9.948619,76.294792
TR-0450,Pune,Maharashtra,R-019,Auto,South,East,,,,Moderate,,,,,Hazy,2026-01-16 00:47:00,,,Destination,2,18.538539,73.907249
TR-0488,Ahmedabad,Gujarat,R-019,Auto,South,North,,,,Moderate,,,,,Cloudy,2026-06-16 09:46:00,,,Destination,2,23.09639,72.577249
TR-0013,Delhi,Delhi,R-020,Bus,Central,West,501,Medium,46,Moderate,38,0,16.38,26.82,Cloudy,2026-07-23 18:22:00,1,On Time,Source,1,28.618193,77.215729
TR-0036,Kolkata,West Bengal,R-020,Metro,Central,North,348,High,782,High,18,10,96.32,23.84,Cloudy,2026-07-19 22:46:00,0,Delayed,Source,1,22.599686,88.352696
TR-0457,Delhi,Delhi,R-020,Bus,West,East,341,Medium,54,Moderate,40,1,53.68,50.66,Rain,2026-05-07 22:18:00,1,On Time,Source,1,28.598014,77.189836
TR-0462,Indore,Madhya Pradesh,R-020,Metro,West,Central,967,Very High,580,High,29,18,19.71,40.76,Rain,2026-06-29 11:08:00,0,Delayed,Source,1,22.699527,75.798274
TR-0013,Delhi,Delhi,R-020,Bus,Central,West,,,,Moderate,,,,,Cloudy,2026-07-23 18:22:00,,,Destination,2,28.616897,77.166646
TR-0036,Kolkata,West Bengal,R-020,Metro,Central,North,,,,High,,,,,Cloudy,2026-07-19 22:46:00,,,Destination,2,22.665693,88.376087
TR-0457,Delhi,Delhi,R-020,Bus,West,East,,,,Moderate,,,,,Rain,2026-05-07 22:18:00,,,Destination,2,28.644408,77.270229
TR-0462,Indore,Madhya Pradesh,R-020,Metro,West,Central,,,,High,,,,,Rain,2026-06-29 11:08:00,,,Destination,2,22.746654,75.862404
TR-0001,Pune,Maharashtra,R-021,Metro,North,West,397,High,691,High,22,0,37.38,33.86,Hazy,2026-03-30 16:26:00,1,On Time,Source,1,18.581086,73.883121
TR-0085,Ahmedabad,Gujarat,R-021,Metro,West,Central,137,High,648,Moderate,30,29,85.78,45.07,Rain,2026-05-31 11:31:00,0,Delayed,Source,1,23.006363,72.507275
TR-0273,Hyderabad,Telangana,R-021,Bus,North,East,244,High,74,High,23,25,11.2,34.81,Clear,2026-01-20 05:19:00,0,Delayed,Source,1,17.441517,78.482569
TR-0367,Lucknow,Uttar Pradesh,R-021,Train,East,South,947,Low,1191,High,18,9,54.81,51.3,Hazy,2026-07-21 08:51:00,0,Delayed,Source,1,26.833332,81.012941
TR-0001,Pune,Maharashtra,R-021,Metro,North,West,,,,High,,,,,Hazy,2026-03-30 16:26:00,,,Destination,2,18.499398,73.80021
TR-0085,Ahmedabad,Gujarat,R-021,Metro,West,Central,,,,Moderate,,,,,Rain,2026-05-31 11:31:00,,,Destination,2,23.025027,72.57755
TR-0273,Hyderabad,Telangana,R-021,Bus,North,East,,,,High,,,,,Clear,2026-01-20 05:19:00,,,Destination,2,17.417477,78.553437
TR-0367,Lucknow,Uttar Pradesh,R-021,Train,East,South,,,,High,,,,,Hazy,2026-07-21 08:51:00,,,Destination,2,26.781974,80.946484
TR-0099,Hyderabad,Telangana,R-022,Bus,Central,East,699,Low,62,Moderate,31,16,85.73,30.92,Rain,2026-04-01 02:32:00,0,Delayed,Source,1,17.373008,78.480643
TR-0261,Lucknow,Uttar Pradesh,R-022,Train,North,Central,25,High,1006,Low,48,23,67.91,15.85,Clear,2026-04-10 03:03:00,0,Delayed,Source,1,26.909986,80.959387
TR-0099,Hyderabad,Telangana,R-022,Bus,Central,East,,,,Moderate,,,,,Rain,2026-04-01 02:32:00,,,Destination,2,17.405087,78.548261
TR-0261,Lucknow,Uttar Pradesh,R-022,Train,North,Central,,,,Low,,,,,Clear,2026-04-10 03:03:00,,,Destination,2,26.854593,80.945366
TR-0016,Indore,Madhya Pradesh,R-023,E-Rickshaw,Central,West,477,High,5,Low,60,25,65.43,39.93,Cloudy,2026-06-29 09:57:00,0,Delayed,Source,1,22.71144,75.854539
TR-0075,Bengaluru,Karnataka,R-023,Bus,Central,North,480,High,73,Low,60,17,40.75,25.95,Cloudy,2026-07-20 00:10:00,0,Delayed,Source,1,12.96256,77.604072
TR-0086,Lucknow,Uttar Pradesh,R-023,Metro,East,West,112,Medium,1129,Moderate,42,28,18.44,36.74,Clear,2026-05-08 04:46:00,0,Delayed,Source,1,26.861496,80.993384
TR-0285,Pune,Maharashtra,R-023,Metro,West,Central,759,Medium,970,Severe,15,28,29.4,17.16,Rain,2026-02-27 08:47:00,0,Delayed,Source,1,18.504181,73.817603
TR-0423,Ahmedabad,Gujarat,R-023,E-Rickshaw,Central,South,804,High,5,Moderate,38,15,15.01,48.86,Hazy,2026-05-14 19:10:00,0,Delayed,Source,1,23.032975,72.600514
TR-0016,Indore,Madhya Pradesh,R-023,E-Rickshaw,Central,West,,,,Low,,,,,Cloudy,2026-06-29 09:57:00,,,Destination,2,22.706232,75.795452
TR-0075,Bengaluru,Karnataka,R-023,Bus,Central,North,,,,Low,,,,,Cloudy,2026-07-20 00:10:00,,,Destination,2,13.018816,77.607881
TR-0086,Lucknow,Uttar Pradesh,R-023,Metro,East,West,,,,Moderate,,,,,Clear,2026-05-08 04:46:00,,,Destination,2,26.830357,80.898236
TR-0285,Pune,Maharashtra,R-023,Metro,West,Central,,,,Severe,,,,,Rain,2026-02-27 08:47:00,,,Destination,2,18.530325,73.858596
TR-0423,Ahmedabad,Gujarat,R-023,E-Rickshaw,Central,South,,,,Moderate,,,,,Hazy,2026-05-14 19:10:00,,,Destination,2,22.973264,72.558029
TR-0061,Indore,Madhya Pradesh,R-024,Bus,Central,North,59,Medium,69,Moderate,30,19,66.59,45.44,Cloudy,2026-01-20 23:49:00,0,Delayed,Source,1,22.740331,75.862936
TR-0344,Pune,Maharashtra,R-024,Auto,South,West,667,Medium,3,High,30,8,67.64,19.27,Rain,2026-01-21 18:24:00,0,Delayed,Source,1,18.479572,73.851539
TR-0449,Jaipur,Rajasthan,R-024,Bus,West,North,581,High,74,High,23,3,51.98,21.79,Clear,2026-07-21 02:54:00,1,On Time,Source,1,26.89755,75.732322
TR-0492,Visakhapatnam,Andhra Pradesh,R-024,Metro,South,Central,313,High,940,Moderate,31,10,23.06,32.06,Clear,2026-07-09 19:32:00,0,Delayed,Source,1,17.640101,83.203014
TR-0061,Indore,Madhya Pradesh,R-024,Bus,Central,North,,,,Moderate,,,,,Cloudy,2026-01-20 23:49:00,,,Destination,2,22.775056,75.86914
TR-0344,Pune,Maharashtra,R-024,Auto,South,West,,,,High,,,,,Rain,2026-01-21 18:24:00,,,Destination,2,18.4988,73.792147
TR-0449,Jaipur,Rajasthan,R-024,Bus,West,North,,,,High,,,,,Clear,2026-07-21 02:54:00,,,Destination,2,26.968812,75.777239
TR-0492,Visakhapatnam,Andhra Pradesh,R-024,Metro,South,Central,,,,Moderate,,,,,Clear,2026-07-09 19:32:00,,,Destination,2,17.693006,83.209529
TR-0060,Ahmedabad,Gujarat,R-025,Metro,Central,South,539,Low,586,Moderate,40,12,65.42,23.1,Cloudy,2026-04-10 12:07:00,0,Delayed,Source,1,23.035095,72.564977
TR-0069,Delhi,Delhi,R-025,Metro,East,North,838,High,616,Severe,15,3,93.43,8.31,Clear,2026-05-21 21:18:00,1,On Time,Source,1,28.604332,77.266052
TR-0077,Lucknow,Uttar Pradesh,R-025,Taxi,Central,East,188,High,4,Low,60,12,43.08,8.75,Cloudy,2026-07-15 14:03:00,0,Delayed,Source,1,26.847306,80.948246
TR-0281,Ahmedabad,Gujarat,R-025,Train,West,East,507,Medium,994,High,21,20,77.11,59.76,Hazy,2026-03-27 20:59:00,0,Delayed,Source,1,23.005758,72.522152
TR-0060,Ahmedabad,Gujarat,R-025,Metro,Central,South,,,,Moderate,,,,,Cloudy,2026-04-10 12:07:00,,,Destination,2,22.983309,72.563771
TR-0069,Delhi,Delhi,R-025,Metro,East,North,,,,Severe,,,,,Clear,2026-05-21 21:18:00,,,Destination,2,28.639903,77.212603
TR-0077,Lucknow,Uttar Pradesh,R-025,Taxi,Central,East,,,,Low,,,,,Cloudy,2026-07-15 14:03:00,,,Destination,2,26.853998,81.003571
TR-0281,Ahmedabad,Gujarat,R-025,Train,West,East,,,,High,,,,,Hazy,2026-03-27 20:59:00,,,Destination,2,23.001002,72.656988
TR-0192,Chennai,Tamil Nadu,R-026,Bus,North,South,212,High,58,Moderate,34,22,62.7,34.78,Hazy,2026-07-03 18:47:00,0,Delayed,Source,1,13.137699,80.2937
TR-0194,Hyderabad,Telangana,R-026,E-Rickshaw,South,East,31,High,5,Moderate,36,24,15.58,23.66,Hazy,2026-01-14 13:34:00,0,Delayed,Source,1,17.32382,78.487153
TR-0192,Chennai,Tamil Nadu,R-026,Bus,North,South,,,,Moderate,,,,,Hazy,2026-07-03 18:47:00,,,Destination,2,13.03664,80.277973
TR-0194,Hyderabad,Telangana,R-026,E-Rickshaw,South,East,,,,Moderate,,,,,Hazy,2026-01-14 13:34:00,,,Destination,2,17.396153,78.545898
TR-0182,Pune,Maharashtra,R-027,E-Rickshaw,West,South,977,High,5,Moderate,39,26,60.95,46.33,Rain,2026-04-21 22:45:00,0,Delayed,Source,1,18.508501,73.80139
TR-0267,Nagpur,Maharashtra,R-027,E-Rickshaw,Central,East,139,Very High,5,High,29,29,57.26,15.98,Clear,2026-06-16 08:32:00,0,Delayed,Source,1,21.133469,79.082369
TR-0182,Pune,Maharashtra,R-027,E-Rickshaw,West,South,,,,Moderate,,,,,Rain,2026-04-21 22:45:00,,,Destination,2,18.470607,73.854763
TR-0267,Nagpur,Maharashtra,R-027,E-Rickshaw,Central,East,,,,High,,,,,Clear,2026-06-16 08:32:00,,,Destination,2,21.16654,79.14663
TR-0095,Ahmedabad,Gujarat,R-028,Auto,West,Central,238,Low,3,Low,59,25,60.22,35.39,Hazy,2026-05-11 07:43:00,0,Delayed,Source,1,23.004748,72.50681
TR-0170,Kolkata,West Bengal,R-028,Bus,East,South,841,Medium,56,Moderate,32,1,65.77,37.98,Hazy,2026-03-09 21:25:00,1,On Time,Source,1,22.583777,88.43445
TR-0420,Hyderabad,Telangana,R-028,E-Rickshaw,South,North,117,Medium,5,High,27,29,16.85,20.07,Rain,2026-06-14 14:50:00,0,Delayed,Source,1,17.332941,78.485422
TR-0421,Visakhapatnam,Andhra Pradesh,R-028,Metro,North,Central,144,High,1191,Low,57,24,85.35,10.13,Hazy,2026-03-03 19:47:00,0,Delayed,Source,1,17.736316,83.223414
TR-0482,Jaipur,Rajasthan,R-028,Bus,South,East,453,Medium,45,High,22,7,63.92,59.57,Hazy,2026-07-22 20:29:00,0,Delayed,Source,1,26.850365,75.779569
TR-0095,Ahmedabad,Gujarat,R-028,Auto,West,Central,,,,Low,,,,,Hazy,2026-05-11 07:43:00,,,Destination,2,23.016707,72.55996
TR-0170,Kolkata,West Bengal,R-028,Bus,East,South,,,,Moderate,,,,,Hazy,2026-03-09 21:25:00,,,Destination,2,22.508974,88.36284
TR-0420,Hyderabad,Telangana,R-028,E-Rickshaw,South,North,,,,High,,,,,Rain,2026-06-14 14:50:00,,,Destination,2,17.432462,78.512137
TR-0421,Visakhapatnam,Andhra Pradesh,R-028,Metro,North,Central,,,,Low,,,,,Hazy,2026-03-03 19:47:00,,,Destination,2,17.693268,83.206507
TR-0482,Jaipur,Rajasthan,R-028,Bus,South,East,,,,High,,,,,Hazy,2026-07-22 20:29:00,,,Destination,2,26.931508,75.834998
TR-0055,Kolkata,West Bengal,R-029,Metro,South,West,53,Low,1037,Moderate,45,3,48.36,29.83,Rain,2026-01-15 22:28:00,1,On Time,Source,1,22.510561,88.37683
TR-0160,Lucknow,Uttar Pradesh,R-029,Bus,Central,East,829,Very High,61,High,26,7,30.77,55.36,Hazy,2026-04-26 22:15:00,0,Delayed,Source,1,26.847222,80.952898
TR-0191,Hyderabad,Telangana,R-029,Metro,West,North,754,Low,825,Severe,14,15,21.99,39.78,Rain,2026-07-16 11:11:00,0,Delayed,Source,1,17.371605,78.424271
TR-0384,Kochi,Kerala,R-029,Bus,West,South,700,High,65,Moderate,44,19,86.57,28.32,Cloudy,2026-08-03 11:37:00,0,Delayed,Source,1,9.928364,76.211835
TR-0055,Kolkata,West Bengal,R-029,Metro,South,West,,,,Moderate,,,,,Rain,2026-01-15 22:28:00,,,Destination,2,22.575844,88.329605
TR-0160,Lucknow,Uttar Pradesh,R-029,Bus,Central,East,,,,High,,,,,Hazy,2026-04-26 22:15:00,,,Destination,2,26.826345,80.997641
TR-0191,Hyderabad,Telangana,R-029,Metro,West,North,,,,Severe,,,,,Rain,2026-07-16 11:11:00,,,Destination,2,17.439622,78.499997
TR-0384,Kochi,Kerala,R-029,Bus,West,South,,,,Moderate,,,,,Cloudy,2026-08-03 11:37:00,,,Destination,2,9.867543,76.263872
TR-0049,Pune,Maharashtra,R-030,E-Rickshaw,South,West,290,Low,5,Moderate,34,17,36.67,17.85,Clear,2026-06-25 00:52:00,0,Delayed,Source,1,18.459282,73.816885
TR-0074,Kolkata,West Bengal,R-030,Auto,Central,East,822,Medium,3,High,27,24,83.96,5.07,Hazy,2026-05-20 07:19:00,0,Delayed,Source,1,22.558529,88.349098
TR-0174,Visakhapatnam,Andhra Pradesh,R-030,Metro,Central,West,80,Low,859,High,25,10,57.91,10.68,Cloudy,2026-07-24 07:53:00,0,Delayed,Source,1,17.692401,83.224576
TR-0227,Visakhapatnam,Andhra Pradesh,R-030,Metro,West,South,114,High,958,Moderate,33,16,90.82,33.88,Clear,2026-03-19 23:33:00,0,Delayed,Source,1,17.692705,83.146618
TR-0241,Delhi,Delhi,R-030,Metro,North,West,231,High,832,Moderate,44,12,27.34,12.1,Hazy,2026-07-31 19:18:00,0,Delayed,Source,1,28.680782,77.216394
TR-0242,Indore,Madhya Pradesh,R-030,Bus,West,North,914,High,67,High,22,20,17.13,7.59,Cloudy,2026-07-04 19:39:00,0,Delayed,Source,1,22.707246,75.794646
TR-0268,Bengaluru,Karnataka,R-030,Metro,North,East,909,High,517,Moderate,42,25,42.29,59.76,Cloudy,2026-06-25 00:48:00,0,Delayed,Source,1,13.02611,77.606619
TR-0332,Lucknow,Uttar Pradesh,R-030,Bus,West,East,998,Medium,49,Severe,11,20,18.51,46.71,Rain,2026-02-02 05:24:00,0,Delayed,Source,1,26.816136,80.880373
TR-0337,Chennai,Tamil Nadu,R-030,Bus,West,East,403,High,56,High,24,19,32.59,42.59,Rain,2026-02-23 07:21:00,0,Delayed,Source,1,13.064164,80.221418
TR-0049,Pune,Maharashtra,R-030,E-Rickshaw,South,West,,,,Moderate,,,,,Clear,2026-06-25 00:52:00,,,Destination,2,18.521438,73.805466
TR-0074,Kolkata,West Bengal,R-030,Auto,Central,East,,,,High,,,,,Hazy,2026-05-20 07:19:00,,,Destination,2,22.59094,88.442259
TR-0174,Visakhapatnam,Andhra Pradesh,R-030,Metro,Central,West,,,,High,,,,,Cloudy,2026-07-24 07:53:00,,,Destination,2,17.678927,83.152555
TR-0227,Visakhapatnam,Andhra Pradesh,R-030,Metro,West,South,,,,Moderate,,,,,Clear,2026-03-19 23:33:00,,,Destination,2,17.638831,83.199659
TR-0241,Delhi,Delhi,R-030,Metro,North,West,,,,Moderate,,,,,Hazy,2026-07-31 19:18:00,,,Destination,2,28.610218,77.148271
TR-0242,Indore,Madhya Pradesh,R-030,Bus,West,North,,,,High,,,,,Cloudy,2026-07-04 19:39:00,,,Destination,2,22.750838,75.861679
TR-0268,Bengaluru,Karnataka,R-030,Metro,North,East,,,,Moderate,,,,,Cloudy,2026-06-25 00:48:00,,,Destination,2,12.975717,77.636821
TR-0332,Lucknow,Uttar Pradesh,R-030,Bus,West,East,,,,Severe,,,,,Rain,2026-02-02 05:24:00,,,Destination,2,26.853265,81.003201
TR-0337,Chennai,Tamil Nadu,R-030,Bus,West,East,,,,High,,,,,Rain,2026-02-23 07:21:00,,,Destination,2,13.093277,80.339679
TR-0187,Nagpur,Maharashtra,R-032,Train,Central,East,327,Low,861,Low,64,25,63.47,27.63,Clear,2026-03-17 08:09:00,0,Delayed,Source,1,21.154004,79.087535
TR-0348,Bengaluru,Karnataka,R-032,Bus,Central,North,977,Very High,53,High,23,5,52.56,7.15,Clear,2026-05-24 11:16:00,1,On Time,Source,1,12.95962,77.600826
TR-0354,Lucknow,Uttar Pradesh,R-032,Metro,Central,South,626,Medium,722,High,30,17,63.95,14.42,Hazy,2026-07-08 01:41:00,0,Delayed,Source,1,26.845348,80.95161
TR-0405,Coimbatore,Tamil Nadu,R-032,Taxi,North,Central,502,Low,4,Low,48,20,15.52,33.91,Clear,2026-07-02 16:08:00,0,Delayed,Source,1,11.08104,76.967652
TR-0187,Nagpur,Maharashtra,R-032,Train,Central,East,,,,Low,,,,,Clear,2026-03-17 08:09:00,,,Destination,2,21.169726,79.127974
TR-0348,Bengaluru,Karnataka,R-032,Bus,Central,North,,,,High,,,,,Clear,2026-05-24 11:16:00,,,Destination,2,13.036962,77.606658
TR-0354,Lucknow,Uttar Pradesh,R-032,Metro,Central,South,,,,High,,,,,Hazy,2026-07-08 01:41:00,,,Destination,2,26.801744,80.931952
TR-0405,Coimbatore,Tamil Nadu,R-032,Taxi,North,Central,,,,Low,,,,,Clear,2026-07-02 16:08:00,,,Destination,2,11.017961,76.948679
TR-0004,Coimbatore,Tamil Nadu,R-033,Bus,South,Central,863,Medium,56,Moderate,37,26,16.66,24.72,Clear,2026-01-28 06:08:00,0,Delayed,Source,1,10.965923,76.924644
TR-0035,Ahmedabad,Gujarat,R-033,Auto,Central,North,693,High,3,High,20,29,28.41,44.27,Clear,2026-05-03 09:32:00,0,Delayed,Source,1,23.024482,72.578227
TR-0107,Ahmedabad,Gujarat,R-033,Bus,South,North,694,Medium,41,Low,59,30,69.64,10.08,Rain,2026-06-05 07:19:00,0,Delayed,Source,1,22.953122,72.573751
TR-0317,Visakhapatnam,Andhra Pradesh,R-033,Bus,South,Central,564,High,53,Moderate,39,16,89.4,13.09,Cloudy,2026-02-16 15:15:00,0,Delayed,Source,1,17.616976,83.209004
TR-0330,Pune,Maharashtra,R-033,E-Rickshaw,Central,South,37,Low,5,Moderate,39,28,78.82,20.66,Rain,2026-01-31 02:53:00,0,Delayed,Source,1,18.517143,73.859014
TR-0426,Visakhapatnam,Andhra Pradesh,R-033,Taxi,West,East,60,High,4,High,18,20,50.03,41.77,Clear,2026-03-11 05:02:00,0,Delayed,Source,1,17.684424,83.162088
TR-0471,Jaipur,Rajasthan,R-033,Train,Central,South,770,High,1800,High,24,24,74.19,14.02,Hazy,2026-06-07 13:53:00,0,Delayed,Source,1,26.898511,75.76353
