Date,Hour,Station,Latitude,Longitude,Trip_Count,Available_Bikes,Avg_Trip_Duration_Min,Station_Utilisation_Pct,Avg_Temperature_C,Vehicle_Type
2026-01-05,16,Porur Station,13.038,80.1565,12,30,24.9,18.5,21.0,Bike
2026-01-05,16,OMR Station,12.9352,80.23,21,18,34.3,45.8,28.8,Car
2026-01-05,17,Central Station,13.0827,80.2707,20,16,23.8,50.2,29.9,Bike
2026-01-05,17,Guindy Station,13.0067,80.2206,33,8,29.3,77.0,31.6,Bike
2026-01-05,17,T Nagar Station,13.0418,80.2341,10,31,23.4,18.2,32.4,Bike
2026-01-05,17,Adyar Station,13.0012,80.2565,6,17,19.5,19.8,31.7,Bike
2026-01-05,17,Velachery Station,12.9815,80.218,12,13,22.7,42.1,27.1,Car
2026-01-05,17,Anna Nagar Station,13.085,80.2101,14,29,24.1,29.2,27.3,Bike
2026-01-05,17,Egmore Station,13.0732,80.2609,22,18,28.5,54.6,30.2,Bike
2026-01-05,17,Tambaram Station,12.9249,80.1,15,29,27.7,35.6,26.8,Car
2026-01-05,17,Porur Station,13.038,80.1565,20,23,28.0,46.1,29.7,Bike
2026-01-05,17,OMR Station,12.9352,80.23,29,26,23.7,55.2,31.1,Bike
2026-01-05,18,Central Station,13.0827,80.2707,21,4,23.7,74.1,32.8,Car
2026-01-05,18,Guindy Station,13.0067,80.2206,28,7,24.8,71.6,32.7,Car
2026-01-05,18,T Nagar Station,13.0418,80.2341,45,13,24.0,79.3,28.1,Bike
2026-01-05,18,Adyar Station,13.0012,80.2565,30,18,17.3,60.7,30.8,Bike
2026-01-05,18,Velachery Station,12.9815,80.218,51,0,28.8,93.2,31.6,Car
2026-01-05,18,Anna Nagar Station,13.085,80.2101,20,7,25.2,82.1,28.6,Bike
2026-01-05,18,Egmore Station,13.0732,80.2609,49,14,27.8,83.3,28.7,Car
2026-01-05,18,Tambaram Station,12.9249,80.1,38,13,25.3,71.8,30.4,Bike
2026-01-05,18,Porur Station,13.038,80.1565,42,1,26.0,100.0,26.6,Car
2026-01-05,18,OMR Station,12.9352,80.23,37,2,11.2,93.9,26.4,Bike
2026-01-05,19,Central Station,13.0827,80.2707,49,9,22.9,91.3,29.6,Car
2026-01-05,19,Guindy Station,13.0067,80.2206,32,19,28.4,69.4,30.6,Bike
2026-01-05,19,T Nagar Station,13.0418,80.2341,49,1,23.8,100.0,33.5,Car
2026-01-05,19,Adyar Station,13.0012,80.2565,45,20,40.7,67.9,28.3,Car
2026-01-05,19,Velachery Station,12.9815,80.218,40,14,15.2,73.8,29.1,Bike
2026-01-05,19,Anna Nagar Station,13.085,80.2101,26,21,20.6,54.8,30.6,Bike
2026-01-05,19,Egmore Station,13.0732,80.2609,21,26,23.9,48.0,26.7,Bike
2026-01-05,19,Tambaram Station,12.9249,80.1,10,27,23.4,20.1,30.4,Bike
2026-01-05,19,Porur Station,13.038,80.1565,44,22,22.9,65.0,32.1,Bike
2026-01-05,19,OMR Station,12.9352,80.23,31,3,11.8,94.6,28.9,Bike
2026-01-05,20,Central Station,13.0827,80.2707,33,1,30.1,95.2,29.9,Bike
2026-01-05,20,Guindy Station,13.0067,80.2206,17,19,21.3,47.5,34.0,Bike
2026-01-05,20,T Nagar Station,13.0418,80.2341,32,4,30.4,90.1,34.3,Bike
2026-01-05,20,Adyar Station,13.0012,80.2565,18,24,33.2,43.8,31.3,Car
2026-01-05,20,Velachery Station,12.9815,80.218,25,8,23.8,77.2,30.7,Bike
2026-01-05,20,Anna Nagar Station,13.085,80.2101,33,7,21.4,83.1,31.4,Bike
2026-01-05,20,Egmore Station,13.0732,80.2609,16,25,26.9,43.1,29.5,Bike
2026-01-05,20,Tambaram Station,12.9249,80.1,21,4,22.3,84.7,27.9,Bike
2026-01-05,20,Porur Station,13.038,80.1565,16,18,29.5,40.4,30.8,Bike
2026-01-05,20,OMR Station,12.9352,80.23,25,6,30.8,78.7,28.8,Bike
2026-01-05,21,Central Station,13.0827,80.2707,6,6,27.3,50.6,31.0,Bike
2026-01-05,21,Guindy Station,13.0067,80.2206,1,26,25.1,10.0,24.4,Bike
2026-01-05,21,T Nagar Station,13.0418,80.2341,14,7,28.7,72.7,27.5,Car
2026-01-05,21,Adyar Station,13.0012,80.2565,5,30,13.8,11.3,33.2,Bike
2026-01-05,21,Velachery Station,12.9815,80.218,7,19,22.1,25.9,27.7,Bike
2026-01-05,21,Anna Nagar Station,13.085,80.2101,10,19,30.0,39.8,28.4,Bike
2026-01-05,21,Egmore Station,13.0732,80.2609,6,28,14.5,26.0,30.4,Bike
2026-01-05,21,Tambaram Station,12.9249,80.1,17,27,20.9,36.4,30.2,Bike
2026-01-05,21,Porur Station,13.038,80.1565,20,23,8.7,46.1,32.6,Bike
2026-01-05,21,OMR Station,12.9352,80.23,10,15,24.0,43.6,28.6,Car
2026-01-05,22,Central Station,13.0827,80.2707,15,26,32.4,39.5,33.4,Bike
2026-01-05,22,Guindy Station,13.0067,80.2206,11,23,20.8,28.7,29.5,Bike
2026-01-05,22,T Nagar Station,13.0418,80.2341,7,14,24.5,31.7,26.4,Car
2026-01-05,22,Adyar Station,13.0012,80.2565,15,26,31.3,32.0,33.8,Bike
2026-01-05,22,Velachery Station,12.9815,80.218,14,20,8.0,42.4,25.9,Bike
2026-01-05,22,Anna Nagar Station,13.085,80.2101,16,20,12.3,44.2,32.5,Bike
2026-01-05,22,Egmore Station,13.0732,80.2609,7,18,20.1,37.3,32.4,Bike
2026-01-05,22,Tambaram Station,12.9249,80.1,31,24,28.4,48.4,23.4,Bike
2026-01-05,22,Porur Station,13.038,80.1565,8,30,8.0,13.8,27.4,Bike
2026-01-05,22,OMR Station,12.9352,80.23,12,28,27.7,31.7,30.2,Bike
2026-01-06,6,Central Station,13.0827,80.2707,12,15,33.1,46.9,30.9,Car
2026-01-06,6,Guindy Station,13.0067,80.2206,9,31,30.4,24.6,27.9,Bike
2026-01-06,6,T Nagar Station,13.0418,80.2341,7,30,19.4,10.9,28.9,Bike
2026-01-06,6,Adyar Station,13.0012,80.2565,11,12,31.3,54.3,29.5,Bike
2026-01-06,6,Velachery Station,12.9815,80.218,13,17,15.3,47.0,31.1,Car
2026-01-06,6,Anna Nagar Station,13.085,80.2101,17,17,33.5,60.9,27.4,Bike
2026-01-06,6,Egmore Station,13.0732,80.2609,17,24,20.4,40.6,27.1,Bike
2026-01-06,6,Tambaram Station,12.9249,80.1,15,17,16.2,36.5,29.4,Bike
2026-01-06,6,Porur Station,13.038,80.1565,19,20,9.2,47.1,31.7,Bike
2026-01-06,6,OMR Station,12.9352,80.23,8,17,28.7,30.7,28.9,Bike
2026-01-06,7,Central Station,13.0827,80.2707,34,16,22.6,64.7,32.0,Car
2026-01-06,7,Guindy Station,13.0067,80.2206,31,17,22.5,71.1,28.0,Bike
2026-01-06,7,T Nagar Station,13.0418,80.2341,37,21,24.7,59.8,29.4,Bike
2026-01-06,7,Adyar Station,13.0012,80.2565,32,26,25.0,57.1,31.6,Bike
2026-01-06,7,Velachery Station,12.9815,80.218,24,12,40.3,61.1,35.4,Bike
2026-01-06,7,Anna Nagar Station,13.085,80.2101,18,16,19.1,49.7,29.9,Bike
2026-01-06,7,Egmore Station,13.0732,80.2609,20,29,26.5,44.8,27.7,Bike
2026-01-06,7,Tambaram Station,12.9249,80.1,20,19,18.5,54.8,33.1,Car
2026-01-06,7,Porur Station,13.038,80.1565,18,17,33.9,51.6,31.9,Bike
2026-01-06,7,OMR Station,12.9352,80.23,26,18,17.0,53.3,24.3,Car
2026-01-06,8,Central Station,13.0827,80.2707,43,12,23.9,76.6,30.4,Bike
2026-01-06,8,Guindy Station,13.0067,80.2206,33,0,12.4,94.7,23.2,Car
2026-01-06,8,T Nagar Station,13.0418,80.2341,27,7,19.2,79.2,27.0,Bike
2026-01-06,8,Adyar Station,13.0012,80.2565,29,24,30.6,50.2,25.6,Car
2026-01-06,8,Velachery Station,12.9815,80.218,46,2,29.0,92.4,27.5,Car
2026-01-06,8,Anna Nagar Station,13.085,80.2101,43,17,25.9,76.8,28.3,Bike
2026-01-06,8,Egmore Station,13.0732,80.2609,31,5,22.5,82.5,29.5,Bike
2026-01-06,8,Tambaram Station,12.9249,80.1,21,6,20.3,79.0,23.2,Car
2026-01-06,8,Porur Station,13.038,80.1565,14,21,44.4,44.3,32.0,Bike
2026-01-06,8,OMR Station,12.9352,80.23,21,19,24.1,55.6,28.4,Bike
2026-01-06,9,Central Station,13.0827,80.2707,11,8,25.8,57.5,29.7,Bike
2026-01-06,9,Guindy Station,13.0067,80.2206,27,20,25.6,60.8,28.9,Bike
2026-01-06,9,T Nagar Station,13.0418,80.2341,47,9,19.6,90.2,26.7,Bike
2026-01-06,9,Adyar Station,13.0012,80.2565,35,22,34.1,65.9,34.1,Bike
2026-01-06,9,Velachery Station,12.9815,80.218,15,15,21.6,50.7,31.8,Bike
2026-01-06,9,Anna Nagar Station,13.085,80.2101,49,0,13.6,100.0,29.7,Bike
2026-01-06,9,Egmore Station,13.0732,80.2609,36,16,21.1,65.0,31.4,Bike
2026-01-06,9,Tambaram Station,12.9249,80.1,24,7,26.3,92.1,26.3,Car
2026-01-06,9,Porur Station,13.038,80.1565,18,14,22.7,65.3,31.0,Bike
2026-01-06,9,OMR Station,12.9352,80.23,51,3,24.6,87.5,33.1,Car
2026-01-06,10,Central Station,13.0827,80.2707,28,15,17.8,65.0,33.9,Car
2026-01-06,10,Guindy Station,13.0067,80.2206,27,10,22.6,66.2,28.6,Bike
2026-01-06,10,T Nagar Station,13.0418,80.2341,19,4,19.3,76.7,29.7,Bike
2026-01-06,10,Adyar Station,13.0012,80.2565,18,3,11.9,83.5,33.2,Car
2026-01-06,10,Velachery Station,12.9815,80.218,19,20,18.3,45.4,32.2,Bike
2026-01-06,10,Anna Nagar Station,13.085,80.2101,9,30,29.1,24.8,31.1,Bike
2026-01-06,10,Egmore Station,13.0732,80.2609,6,15,29.0,31.6,23.3,Bike
2026-01-06,10,Tambaram Station,12.9249,80.1,25,10,16.4,75.5,33.2,Bike
2026-01-06,10,Porur Station,13.038,80.1565,25,7,11.9,83.6,28.6,Car
2026-01-06,10,OMR Station,12.9352,80.23,44,4,27.9,91.5,23.1,Bike
2026-01-06,11,Central Station,13.0827,80.2707,19,11,25.8,65.7,27.1,Bike
2026-01-06,11,Guindy Station,13.0067,80.2206,21,6,18.8,79.3,31.0,Bike
2026-01-06,11,T Nagar Station,13.0418,80.2341,10,22,33.6,31.1,29.0,Bike
2026-01-06,11,Adyar Station,13.0012,80.2565,11,22,24.7,32.6,32.4,Bike
2026-01-06,11,Velachery Station,12.9815,80.218,21,8,32.4,73.4,29.5,Bike
2026-01-06,11,Anna Nagar Station,13.085,80.2101,18,11,11.8,56.0,30.5,Car
2026-01-06,11,Egmore Station,13.0732,80.2609,9,5,23.6,62.8,28.6,Bike
2026-01-06,11,Tambaram Station,12.9249,80.1,20,6,35.5,79.1,28.6,Bike
2026-01-06,11,Porur Station,13.038,80.1565,22,17,24.4,55.2,25.9,Bike
2026-01-06,11,OMR Station,12.9352,80.23,8,6,25.8,60.2,18.8,Bike
2026-01-06,12,Central Station,13.0827,80.2707,21,3,26.5,78.8,26.7,Bike
2026-01-06,12,Guindy Station,13.0067,80.2206,13,20,10.3,37.5,28.5,Bike
2026-01-06,12,T Nagar Station,13.0418,80.2341,14,6,21.7,77.3,30.0,Car
2026-01-06,12,Adyar Station,13.0012,80.2565,4,33,18.3,11.6,28.2,Car
2026-01-06,12,Velachery Station,12.9815,80.218,5,27,20.5,16.4,31.5,Car
2026-01-06,12,Anna Nagar Station,13.085,80.2101,16,25,24.1,42.1,27.8,Bike
2026-01-06,12,Egmore Station,13.0732,80.2609,15,18,20.8,49.7,29.6,Car
2026-01-06,12,Tambaram Station,12.9249,80.1,15,14,22.3,45.1,23.0,Bike
2026-01-06,12,Porur Station,13.038,80.1565,14,10,31.8,58.8,29.9,Bike
2026-01-06,12,OMR Station,12.9352,80.23,7,29,33.9,19.8,27.1,Bike
2026-01-06,13,Central Station,13.0827,80.2707,10,13,16.4,43.5,31.3,Bike
2026-01-06,13,Guindy Station,13.0067,80.2206,5,7,31.8,41.4,25.5,Bike
2026-01-06,13,T Nagar Station,13.0418,80.2341,6,28,28.5,23.4,29.8,Bike
2026-01-06,13,Adyar Station,13.0012,80.2565,13,19,15.7,51.2,28.8,Bike
2026-01-06,13,Velachery Station,12.9815,80.218,20,19,28.6,44.0,28.2,Bike
2026-01-06,13,Anna Nagar Station,13.085,80.2101,5,27,29.6,19.1,27.7,Car
2026-01-06,13,Egmore Station,13.0732,80.2609,11,15,17.3,46.2,33.0,Bike
2026-01-06,13,Tambaram Station,12.9249,80.1,12,20,23.0,39.0,28.7,Car
2026-01-06,13,Porur Station,13.038,80.1565,13,15,20.6,51.3,26.6,Car
2026-01-06,13,OMR Station,12.9352,80.23,12,23,18.0,33.9,27.6,Bike
2026-01-06,14,Central Station,13.0827,80.2707,1,32,23.9,10.0,36.5,Bike
2026-01-06,14,Guindy Station,13.0067,80.2206,22,14,26.7,57.8,31.8,Car
2026-01-06,14,T Nagar Station,13.0418,80.2341,22,22,9.1,45.6,25.1,Bike
2026-01-06,14,Adyar Station,13.0012,80.2565,5,28,31.2,13.1,32.6,Bike
2026-01-06,14,Velachery Station,12.9815,80.218,17,27,31.1,27.7,34.3,Bike
2026-01-06,14,Anna Nagar Station,13.085,80.2101,20,10,14.3,59.9,26.1,Bike
2026-01-06,14,Egmore Station,13.0732,80.2609,4,22,8.0,20.3,28.4,Car
2026-01-06,14,Tambaram Station,12.9249,80.1,5,19,23.0,19.8,32.1,Bike
2026-01-06,14,Porur Station,13.038,80.1565,17,29,13.4,31.5,34.3,Bike
2026-01-06,14,OMR Station,12.9352,80.23,14,6,13.5,64.3,31.9,Bike
2026-01-06,15,Central Station,13.0827,80.2707,8,28,19.7,21.0,30.5,Bike
2026-01-06,15,Guindy Station,13.0067,80.2206,18,13,41.5,61.7,33.8,Bike
2026-01-06,15,T Nagar Station,13.0418,80.2341,14,23,30.7,34.3,35.9,Car
2026-01-06,15,Adyar Station,13.0012,80.2565,17,23,28.5,50.7,26.0,Bike
2026-01-06,15,Velachery Station,12.9815,80.218,7,13,13.8,32.4,32.1,Bike
2026-01-06,15,Anna Nagar Station,13.085,80.2101,7,6,23.8,64.7,24.3,Bike
2026-01-06,15,Egmore Station,13.0732,80.2609,25,15,17.4,60.4,29.8,Bike
2026-01-06,15,Tambaram Station,12.9249,80.1,10,27,16.1,23.7,30.1,Bike
2026-01-06,15,Porur Station,13.038,80.1565,6,12,31.2,39.2,27.3,Bike
2026-01-06,15,OMR Station,12.9352,80.23,11,19,34.8,44.8,29.2,Bike
2026-01-06,16,Central Station,13.0827,80.2707,9,22,15.8,22.6,32.1,Car
2026-01-06,16,Guindy Station,13.0067,80.2206,8,12,28.8,38.9,32.4,Bike
2026-01-06,16,T Nagar Station,13.0418,80.2341,2,26,21.3,10.0,32.6,Bike
2026-01-06,16,Adyar Station,13.0012,80.2565,13,16,36.4,45.3,26.4,Car
2026-01-06,16,Velachery Station,12.9815,80.218,5,23,21.7,17.4,30.0,Bike
2026-01-06,16,Anna Nagar Station,13.085,80.2101,16,25,25.1,42.1,30.7,Bike
2026-01-06,16,Egmore Station,13.0732,80.2609,13,6,29.2,70.2,28.1,Bike
2026-01-06,16,Tambaram Station,12.9249,80.1,10,17,25.9,35.9,28.0,Bike
2026-01-06,16,Porur Station,13.038,80.1565,9,15,20.1,43.2,26.8,Bike
2026-01-06,16,OMR Station,12.9352,80.23,17,25,35.0,50.7,26.1,Bike
2026-01-06,17,Central Station,13.0827,80.2707,14,16,30.5,44.1,32.7,Car
2026-01-06,17,Guindy Station,13.0067,80.2206,32,3,38.4,83.5,29.5,Bike
2026-01-06,17,T Nagar Station,13.0418,80.2341,7,22,33.3,25.8,28.9,Bike
2026-01-06,17,Adyar Station,13.0012,80.2565,28,7,24.1,78.4,31.1,Bike
2026-01-06,17,Velachery Station,12.9815,80.218,25,10,21.6,71.0,23.9,Bike
2026-01-06,17,Anna Nagar Station,13.085,80.2101,40,21,20.5,64.2,30.1,Bike
2026-01-06,17,Egmore Station,13.0732,80.2609,30,21,18.8,61.9,28.2,Bike
2026-01-06,17,Tambaram Station,12.9249,80.1,31,15,28.3,70.4,28.5,Bike
2026-01-06,17,Porur Station,13.038,80.1565,10,29,27.5,32.0,28.7,Car
2026-01-06,17,OMR Station,12.9352,80.23,25,5,29.8,84.0,28.5,Car
2026-01-06,18,Central Station,13.0827,80.2707,15,4,26.2,72.3,34.4,Bike
2026-01-06,18,Guindy Station,13.0067,80.2206,36,0,31.6,97.8,25.9,Bike
2026-01-06,18,T Nagar Station,13.0418,80.2341,36,11,37.2,79.5,33.7,Bike
2026-01-06,18,Adyar Station,13.0012,80.2565,37,6,17.1,100.0,30.3,Bike
2026-01-06,18,Velachery Station,12.9815,80.218,31,23,28.8,51.2,29.4,Car
2026-01-06,18,Anna Nagar Station,13.085,80.2101,38,15,33.2,67.2,30.5,Bike
2026-01-06,18,Egmore Station,13.0732,80.2609,25,20,16.3,59.9,26.5,Bike
2026-01-06,18,Tambaram Station,12.9249,80.1,35,21,25.8,62.9,30.5,Bike
2026-01-06,18,Porur Station,13.038,80.1565,29,24,12.6,48.1,28.2,Car
2026-01-06,18,OMR Station,12.9352,80.23,25,12,29.1,60.5,30.6,Car
2026-01-06,19,Central Station,13.0827,80.2707,41,19,24.2,82.4,22.3,Bike
2026-01-06,19,Guindy Station,13.0067,80.2206,34,14,31.3,70.0,30.8,Bike
2026-01-06,19,T Nagar Station,13.0418,80.2341,20,19,20.3,53.2,31.6,Bike
2026-01-06,19,Adyar Station,13.0012,80.2565,14,11,20.9,55.4,22.5,Bike
2026-01-06,19,Velachery Station,12.9815,80.218,42,8,28.7,80.7,24.4,Bike
2026-01-06,19,Anna Nagar Station,13.085,80.2101,43,16,18.3,77.0,26.2,Bike
2026-01-06,19,Egmore Station,13.0732,80.2609,29,1,27.2,91.1,33.1,Bike
2026-01-06,19,Tambaram Station,12.9249,80.1,41,3,23.5,92.6,29.6,Car
2026-01-06,19,Porur Station,13.038,80.1565,46,11,26.9,75.2,32.0,Bike
2026-01-06,19,OMR Station,12.9352,80.23,26,5,34.1,85.9,37.4,Bike
2026-01-06,20,Central Station,13.0827,80.2707,31,12,18.1,75.7,27.9,Bike
2026-01-06,20,Guindy Station,13.0067,80.2206,32,16,29.3,67.9,28.1,Bike
2026-01-06,20,T Nagar Station,13.0418,80.2341,18,22,16.4,33.9,27.9,Bike
2026-01-06,20,Adyar Station,13.0012,80.2565,9,25,28.9,32.9,28.7,Car
2026-01-06,20,Velachery Station,12.9815,80.218,10,5,19.1,65.3,34.0,Bike
2026-01-06,20,Anna Nagar Station,13.085,80.2101,15,24,17.1,35.2,31.0,Car
2026-01-06,20,Egmore Station,13.0732,80.2609,29,10,20.8,67.0,34.5,Bike
2026-01-06,20,Tambaram Station,12.9249,80.1,33,10,24.8,69.7,24.9,Car
2026-01-06,20,Porur Station,13.038,80.1565,28,5,31.6,72.4,30.4,Bike
2026-01-06,20,OMR Station,12.9352,80.23,23,14,16.1,52.2,27.5,Bike
2026-01-06,21,Central Station,13.0827,80.2707,9,5,23.3,65.2,30.1,Car
2026-01-06,21,Guindy Station,13.0067,80.2206,9,27,17.7,30.4,30.1,Bike
2026-01-06,21,T Nagar Station,13.0418,80.2341,14,11,24.1,56.9,21.8,Car
2026-01-06,21,Adyar Station,13.0012,80.2565,6,6,28.8,41.2,26.9,Bike
2026-01-06,21,Velachery Station,12.9815,80.218,3,19,19.5,19.5,30.7,Bike
2026-01-06,21,Anna Nagar Station,13.085,80.2101,17,21,28.9,49.3,33.3,Car
2026-01-06,21,Egmore Station,13.0732,80.2609,23,2,12.9,95.7,28.1,Bike
2026-01-06,21,Tambaram Station,12.9249,80.1,17,23,13.2,39.5,33.0,Bike
2026-01-06,21,Porur Station,13.038,80.1565,14,22,21.3,39.6,29.6,Bike
2026-01-06,21,OMR Station,12.9352,80.23,3,10,22.3,25.7,32.1,Car
2026-01-06,22,Central Station,13.0827,80.2707,8,10,32.1,37.7,28.8,Bike
2026-01-06,22,Guindy Station,13.0067,80.2206,12,5,26.3,66.6,24.9,Bike
2026-01-06,22,T Nagar Station,13.0418,80.2341,10,24,21.4,36.8,32.1,Bike
2026-01-06,22,Adyar Station,13.0012,80.2565,14,19,28.4,49.3,31.8,Bike
2026-01-06,22,Velachery Station,12.9815,80.218,16,15,31.1,47.5,34.8,Bike
2026-01-06,22,Anna Nagar Station,13.085,80.2101,7,23,29.3,21.0,33.0,Bike
2026-01-06,22,Egmore Station,13.0732,80.2609,5,23,20.2,22.2,30.0,Bike
2026-01-06,22,Tambaram Station,12.9249,80.1,12,10,15.8,56.7,33.3,Bike
2026-01-06,22,Porur Station,13.038,80.1565,16,30,29.9,35.3,28.4,Bike
2026-01-06,22,OMR Station,12.9352,80.23,8,13,27.1,34.9,30.3,Bike
2026-01-07,6,Central Station,13.0827,80.2707,14,15,25.4,46.8,26.3,Bike
2026-01-07,6,Guindy Station,13.0067,80.2206,8,19,20.0,29.1,28.6,Bike
2026-01-07,6,T Nagar Station,13.0418,80.2341,4,8,19.9,27.4,27.7,Bike
2026-01-07,6,Adyar Station,13.0012,80.2565,12,13,24.5,53.3,31.6,Bike
2026-01-07,6,Velachery Station,12.9815,80.218,15,20,29.1,42.4,29.3,Bike
2026-01-07,6,Anna Nagar Station,13.085,80.2101,10,28,24.8,23.9,32.0,Bike
2026-01-07,6,Egmore Station,13.0732,80.2609,13,5,14.6,70.7,33.0,Bike
2026-01-07,6,Tambaram Station,12.9249,80.1,15,13,26.3,53.8,31.7,Bike
2026-01-07,6,Porur Station,13.038,80.1565,11,22,36.0,29.2,32.8,Bike
2026-01-07,6,OMR Station,12.9352,80.23,12,23,27.3,35.3,32.4,Bike
2026-01-07,7,Central Station,13.0827,80.2707,31,3,18.6,95.7,26.5,Bike
2026-01-07,7,Guindy Station,13.0067,80.2206,23,5,33.4,79.1,32.8,Bike
2026-01-07,7,T Nagar Station,13.0418,80.2341,32,13,10.9,67.3,29.2,Car
2026-01-07,7,Adyar Station,13.0012,80.2565,17,15,29.4,52.5,27.7,Bike
2026-01-07,7,Velachery Station,12.9815,80.218,30,22,17.9,64.6,29.0,Bike
2026-01-07,7,Anna Nagar Station,13.085,80.2101,25,21,19.0,63.2,29.9,Bike
2026-01-07,7,Egmore Station,13.0732,80.2609,27,24,26.7,50.0,29.3,Bike
2026-01-07,7,Tambaram Station,12.9249,80.1,19,11,27.2,76.9,31.9,Bike
2026-01-07,7,Porur Station,13.038,80.1565,33,13,25.0,72.5,27.1,Car
2026-01-07,7,OMR Station,12.9352,80.23,13,26,29.8,35.5,32.5,Bike
2026-01-07,8,Central Station,13.0827,80.2707,16,6,22.5,72.9,29.6,Bike
2026-01-07,8,Guindy Station,13.0067,80.2206,10,16,30.2,27.8,29.1,Car
2026-01-07,8,T Nagar Station,13.0418,80.2341,8,6,19.3,66.6,26.8,Bike
2026-01-07,8,Adyar Station,13.0012,80.2565,14,4,28.0,81.4,30.8,Bike
2026-01-07,8,Velachery Station,12.9815,80.218,16,22,13.7,41.3,26.7,Bike
2026-01-07,8,Anna Nagar Station,13.085,80.2101,28,7,32.7,80.7,32.1,Bike
2026-01-07,8,Egmore Station,13.0732,80.2609,50,16,26.4,81.4,29.0,Car
2026-01-07,8,Tambaram Station,12.9249,80.1,30,19,24.9,54.5,28.3,Car
2026-01-07,8,Porur Station,13.038,80.1565,48,12,17.4,67.7,27.1,Bike
2026-01-07,8,OMR Station,12.9352,80.23,35,13,18.8,70.6,31.2,Car
2026-01-07,9,Central Station,13.0827,80.2707,49,9,16.5,84.7,33.3,Bike
2026-01-07,9,Guindy Station,13.0067,80.2206,24,10,20.7,69.5,32.4,Bike
2026-01-07,9,T Nagar Station,13.0418,80.2341,28,9,16.3,76.1,32.4,Bike
2026-01-07,9,Adyar Station,13.0012,80.2565,39,22,21.6,74.7,23.9,Car
2026-01-07,9,Velachery Station,12.9815,80.218,33,9,27.9,78.4,31.5,Bike
2026-01-07,9,Anna Nagar Station,13.085,80.2101,48,15,24.1,75.4,35.1,Car
2026-01-07,9,Egmore Station,13.0732,80.2609,16,23,23.5,32.5,26.8,Car
2026-01-07,9,Tambaram Station,12.9249,80.1,33,22,23.8,64.5,27.7,Bike
2026-01-07,9,Porur Station,13.038,80.1565,40,0,30.8,100.0,27.4,Bike
2026-01-07,9,OMR Station,12.9352,80.23,25,11,26.5,65.5,30.4,Bike
2026-01-07,10,Central Station,13.0827,80.2707,31,2,16.1,90.9,31.0,Car
2026-01-07,10,Guindy Station,13.0067,80.2206,15,22,20.3,53.7,30.4,Bike
2026-01-07,10,T Nagar Station,13.0418,80.2341,31,21,19.8,54.6,28.5,Bike
2026-01-07,10,Adyar Station,13.0012,80.2565,30,1,31.8,93.8,29.9,Car
2026-01-07,10,Velachery Station,12.9815,80.218,34,9,27.5,75.2,28.3,Bike
2026-01-07,10,Anna Nagar Station,13.085,80.2101,25,26,20.8,48.1,29.1,Bike
2026-01-07,10,Egmore Station,13.0732,80.2609,13,20,30.4,40.0,30.1,Bike
2026-01-07,10,Tambaram Station,12.9249,80.1,31,2,32.6,88.7,31.6,Bike
2026-01-07,10,Porur Station,13.038,80.1565,26,22,20.6,49.8,30.7,Bike
2026-01-07,10,OMR Station,12.9352,80.23,30,1,38.5,92.4,27.5,Bike
2026-01-07,11,Central Station,13.0827,80.2707,19,12,20.1,60.2,26.9,Bike
2026-01-07,11,Guindy Station,13.0067,80.2206,23,28,16.4,45.9,28.3,Car
2026-01-07,11,T Nagar Station,13.0418,80.2341,11,27,16.4,33.7,27.6,Bike
2026-01-07,11,Adyar Station,13.0012,80.2565,14,6,30.8,74.8,24.3,Bike
2026-01-07,11,Velachery Station,12.9815,80.218,24,9,21.6,64.9,33.8,Car
2026-01-07,11,Anna Nagar Station,13.085,80.2101,12,10,30.1,55.2,29.4,Car
2026-01-07,11,Egmore Station,13.0732,80.2609,21,4,28.3,93.2,28.8,Bike
2026-01-07,11,Tambaram Station,12.9249,80.1,23,2,28.4,86.5,28.0,Bike
2026-01-07,11,Porur Station,13.038,80.1565,5,20,29.1,19.9,28.5,Bike
2026-01-07,11,OMR Station,12.9352,80.23,15,14,18.8,59.6,27.8,Bike
2026-01-07,12,Central Station,13.0827,80.2707,14,18,14.0,47.6,29.7,Car
2026-01-07,12,Guindy Station,13.0067,80.2206,20,11,29.9,70.1,33.3,Car
2026-01-07,12,T Nagar Station,13.0418,80.2341,9,10,31.7,45.4,27.1,Car
2026-01-07,12,Adyar Station,13.0012,80.2565,11,5,14.6,72.4,27.7,Bike
2026-01-07,12,Velachery Station,12.9815,80.218,10,8,27.6,59.8,31.8,Bike
2026-01-07,12,Anna Nagar Station,13.085,80.2101,8,7,22.5,48.8,31.9,Bike
2026-01-07,12,Egmore Station,13.0732,80.2609,20,13,14.0,56.9,28.6,Bike
2026-01-07,12,Tambaram Station,12.9249,80.1,11,6,19.1,59.4,37.4,Car
2026-01-07,12,Porur Station,13.038,80.1565,12,26,13.2,36.5,28.8,Bike
2026-01-07,12,OMR Station,12.9352,80.23,19,7,20.3,71.9,31.1,Bike
2026-01-07,13,Central Station,13.0827,80.2707,15,30,28.1,36.2,26.9,Bike
2026-01-07,13,Guindy Station,13.0067,80.2206,16,22,36.7,41.0,26.5,Bike
2026-01-07,13,T Nagar Station,13.0418,80.2341,16,30,24.7,42.4,33.1,Bike
2026-01-07,13,Adyar Station,13.0012,80.2565,23,7,14.2,74.7,31.7,Bike
