Trip_ID,RouteID,StopID,Timestamp,Mode of Transport,Distance Traveled (In Miles),Frequency(Per Week),Start Location,End Location,Fuel Type,Fuel Efficiency,Monthly Emissions (kg CO2)
T191,245,14042,3/1/2024 15:50,Car,1,4,"Dindigul, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,26,5.42
T192,N3,16046,3/1/2024 15:55,Car,2,1,"Erode, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,30,2.35
T193,B10,12632,3/1/2024 16:00,Car,6,1,"Thoothukudi, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,30,7.04
T194,720,14494,3/1/2024 16:05,Car,17,1,"Madurai, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,27,22.16
T195,281,12317,3/1/2024 16:10,Bike,23,3,"Karur, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,27,89.96
T196,230,12263,3/1/2024 16:15,Car,16,4,"Hosur, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,23,97.95
T197,740,17691,3/1/2024 16:20,Bike,16,3,"Vellore, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,30,56.32
T198,401,10420,3/1/2024 16:25,Car,16,5,"Tiruchirappalli, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,29,97.1
T199,507,11401,3/1/2024 16:30,Car,15,3,"Vellore, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,20,79.2
T200,224,10503,3/1/2024 16:35,Bike,15,4,"Karur, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,23,91.83
T201,C2X,10725,3/1/2024 16:40,Bike,8,5,"Tiruchirappalli, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,21,67.05
T202,228F,10110,3/1/2024 16:45,Car,17,4,"Hosur, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,26,92.06
T203,232,12320,3/1/2024 16:50,Car,8,2,"Erode, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,30,18.77
T204,557,11529,3/1/2024 16:55,Car,1,3,"Chennai, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,24,4.4
T205,N3,17879,3/1/2024 17:00,Car,1,1,"Sivakasi, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,23,1.53
T206,241,14731,3/1/2024 17:05,Bike,23,1,"Dindigul, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,23,35.2
T207,506,11409,3/1/2024 17:10,Car,4,1,"Nagercoil, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,20,7.04
T208,144,13384,3/1/2024 17:15,Car,12,5,"Kanchipuram, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,23,91.83
T209,281,12344,3/1/2024 17:20,Bike,13,2,"Nagapattinam, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,27,33.9
T210,222,12409,3/1/2024 17:25,Car,23,3,"Vellore, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,22,110.4
T211,117,13364,3/1/2024 17:30,Car,4,3,"Tiruppur, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,30,14.08
T212,117,11767,3/1/2024 17:35,Car,25,3,"Namakkal, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,30,88.0
T213,411,10439,3/1/2024 17:40,Car,17,4,"Madurai, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,23,104.07
T214,411,10526,3/1/2024 17:45,Car,11,3,"Salem, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,25,46.46
T215,245,14446,3/1/2024 17:50,Car,10,5,"Tiruppur, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,25,70.4
T216,J1,14381,3/1/2024 17:55,Car,9,3,"Tiruppur, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,28,33.94
T217,G40,17172,3/1/2024 18:00,Car,15,3,"Nagapattinam, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,24,66.0
T218,222,17380,3/1/2024 18:05,Car,25,5,"Tirunelveli, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,29,151.72
T219,225,10789,3/1/2024 18:10,Car,6,5,"Chennai, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,30,35.2
T220,141,13525,3/1/2024 18:15,Car,18,2,"Hosur, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,27,46.93
T221,224,12047,3/1/2024 18:20,Car,21,4,"Kanchipuram, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,30,98.56
T222,H20,12643,3/1/2024 18:25,Car,23,1,"Namakkal, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,27,29.99
T223,H20,14000,3/1/2024 18:30,Bike,24,5,"Tiruchirappalli, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,29,145.66
T224,203F,11261,3/1/2024 18:35,Car,24,5,"Thanjavur, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",electric,27,156.44
T225,224F,10811,3/1/2024 18:40,Car,9,2,"Thoothukudi, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,26,24.37
T226,M44,14294,3/1/2024 18:45,Car,6,4,"Kanchipuram, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,26,32.49
T227,300,12350,3/1/2024 18:50,Car,14,1,"Namakkal, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,29,16.99
T228,749,17675,3/1/2024 18:55,Car,18,3,"Cuddalore, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,20,95.04
T229,265,15176,3/1/2024 19:00,Car,7,5,"Coimbatore, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,24,51.33
T230,265,14326,3/1/2024 19:05,Bike,7,4,"Cuddalore, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,26,37.91
T231,203B,11366,3/1/2024 19:10,Car,18,2,"Dindigul, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,22,57.6
T232,G10,11796,3/1/2024 19:15,Bike,18,1,"Thanjavur, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,25,25.34
T233,229F,11685,3/1/2024 19:20,Car,21,2,"Cuddalore, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,28,52.8
T234,271,12396,3/1/2024 19:25,Car,18,5,"Cuddalore, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,26,121.85
T235,174,12368,3/1/2024 19:30,Car,3,4,"Cuddalore, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,30,14.08
T236,169,17941,3/1/2024 19:35,Bike,6,4,"Tiruchirappalli, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,29,29.13
T237,G10,14993,3/1/2024 19:40,Bike,1,1,"Nagercoil, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,23,1.53
T238,262,13781,3/1/2024 19:45,Bike,5,1,"Sivakasi, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,23,7.65
T239,157,13297,3/1/2024 19:50,Car,12,2,"Erode, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,22,38.4
T240,248,14234,3/1/2024 19:55,Car,9,1,"Hosur, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,28,11.31
T241,H30,16377,3/1/2024 20:00,Car,1,1,"Dindigul, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,27,1.3
T242,H31,13190,3/1/2024 20:05,Car,11,3,"Thanjavur, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,22,52.8
T243,M44,13361,3/1/2024 20:10,Car,24,1,"Coimbatore, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,27,31.29
T244,G10C,12564,3/1/2024 20:15,Car,23,2,"Erode, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,29,55.83
T245,M44,14602,3/1/2024 20:20,Car,20,2,"Vellore, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,24,58.67
T246,G10,13049,3/1/2024 20:25,Car,20,1,"Kanchipuram, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,28,25.14
T247,H20,16400,3/1/2024 20:30,Bike,23,3,"Hosur, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,27,89.96
T248,580,13704,3/1/2024 20:35,Bike,5,3,"Coimbatore, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,26,20.31
T249,147,13577,3/1/2024 20:40,Car,14,2,"Tirunelveli, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,27,36.5
T250,G10,11796,3/1/2024 20:45,Car,8,5,"Cuddalore, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,25,56.32
T251,722F,15687,3/1/2024 20:50,Car,10,4,"Thanjavur, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,30,46.93
T252,271,11937,3/1/2024 20:55,Car,9,5,"Karur, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,24,66.0
T253,230,13091,3/1/2024 21:00,Car,3,5,"Tiruchirappalli, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,24,22.0
T254,442,10188,3/1/2024 21:05,Car,17,1,"Chennai, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,28,21.37
T255,861,13710,3/1/2024 21:10,Car,3,4,"Erode, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,25,16.9
T256,C1X,10945,3/1/2024 21:15,Car,7,3,"Nagercoil, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,23,32.14
T257,506,11619,3/1/2024 21:20,Car,11,1,"Cuddalore, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,26,14.89
T258,H30,13343,3/1/2024 21:25,Bike,9,1,"Erode, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,24,13.2
T259,556,11968,3/1/2024 21:30,Car,18,1,"Tirunelveli, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,29,21.85
T260,M44,14963,3/1/2024 21:35,Car,15,2,"Erode, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,24,44.0
T261,M44,14258,3/1/2024 21:40,Car,17,4,"Sivakasi, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,23,104.07
T262,222,17529,3/1/2024 21:45,Car,6,2,"Thanjavur, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,21,20.11
T263,502,16667,3/1/2024 21:50,Car,7,3,"Vellore, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,22,33.6
T264,N4,17986,3/1/2024 21:55,Bike,25,2,"Salem, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,27,65.19
T265,G10,14993,3/1/2024 22:00,Car,1,3,"Salem, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,26,4.06
T266,B10,13096,3/1/2024 22:05,Car,5,4,"Chennai, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,24,29.33
T267,200,13538,3/1/2024 22:10,Car,15,4,"Sivakasi, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,27,78.22
T268,H30S,13231,3/1/2024 22:15,Car,24,2,"Hosur, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,20,84.48
T269,H20,12742,3/1/2024 22:20,Car,15,2,"Coimbatore, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,20,52.8
T270,W90,14595,3/1/2024 22:25,Car,21,3,"Tiruppur, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,20,110.88
T271,820S,14077,3/1/2024 22:30,Car,10,3,"Tiruchirappalli, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,20,52.8
T272,251,12661,3/1/2024 22:35,Car,15,1,"Tirunelveli, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,20,26.4
T273,224F,10265,3/1/2024 22:40,Car,24,4,"Coimbatore, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,29,116.52
T274,281,12317,3/1/2024 22:45,Car,6,1,"Nagercoil, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,30,7.04
T275,820,13664,3/1/2024 22:50,Car,11,5,"Namakkal, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,26,74.46
T276,H30S,16426,3/1/2024 22:55,Car,21,2,"Tiruppur, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,21,70.4
T277,100,12472,3/1/2024 23:00,Bike,19,4,"Cuddalore, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",electric,23,116.31
T278,542,10968,3/1/2024 23:05,Car,8,5,"Erode, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,22,64.0
T279,204,12869,3/1/2024 23:10,Car,12,2,"Thoothukudi, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,30,28.16
T280,190,14224,3/1/2024 23:15,Car,8,4,"Vellore, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,24,46.93
T281,G21,15510,3/1/2024 23:20,Bike,10,2,"Thoothukudi, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,27,26.07
T282,251,13048,3/1/2024 23:25,Car,10,5,"Tiruchirappalli, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,22,80.0
T283,B10,13324,3/1/2024 23:30,Car,23,3,"Tiruppur, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,23,105.6
T284,118,12602,3/1/2024 23:35,Car,6,2,"Tiruppur, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",gasoline,29,14.57
T285,G10,14777,3/1/2024 23:40,Bike,24,2,"Hosur, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,23,73.46
T286,157,13292,3/1/2024 23:45,Bike,17,2,"Cuddalore, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,24,49.87
T287,743,16107,3/1/2024 23:50,Car,18,1,"Cuddalore, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,20,31.68
T288,168,13373,3/1/2024 23:55,Car,13,2,"Vellore, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,25,36.61
T289,262,14707,3/2/2024 0:00,Car,3,3,"Madurai, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,27,11.73
T290,861,13975,3/2/2024 0:05,Car,10,3,"Sivakasi, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,20,52.8
T291,141,13399,3/2/2024 0:10,Bike,22,1,"Sivakasi, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,26,29.78
T292,864F,14899,3/2/2024 0:15,Car,19,1,"Dindigul, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,30,22.29
T293,C2,13354,3/2/2024 0:20,Car,24,1,"Sivakasi, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,21,40.23
T294,H30,16351,3/2/2024 0:25,Car,8,5,"Erode, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,22,64.0
T295,230,12826,3/2/2024 0:30,Car,15,1,"Dindigul, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,25,21.12
T296,J1,17978,3/2/2024 0:35,Bike,24,4,"Nagapattinam, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,22,153.6
T297,230,12765,3/2/2024 0:40,Car,7,1,"Thoothukudi, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,27,9.13
T298,228F,10281,3/2/2024 0:45,Car,21,4,"Dindigul, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,30,98.56
T299,178,12202,3/2/2024 0:50,Bike,10,2,"Karur, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,21,33.52
T300,G21,15301,3/2/2024 0:55,Car,2,3,"Thanjavur, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,28,7.54
T301,239,12859,3/2/2024 1:00,Car,17,4,"Nagercoil, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,22,108.8
T302,224F,13003,3/2/2024 1:05,Car,19,3,"Erode, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,24,83.6
T303,719,14893,3/2/2024 1:10,Car,6,4,"Kanchipuram, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,20,42.24
T304,560,10265,3/2/2024 1:15,Car,22,2,"Vellore, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,27,57.36
T305,723F,15432,3/2/2024 1:20,Car,19,5,"Coimbatore, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,24,139.33
T306,224F,12139,3/2/2024 1:25,Car,16,5,"Madurai, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,27,104.3
T307,G10C,12623,3/2/2024 1:30,Car,21,3,"Hosur, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,23,96.42
T308,190,14254,3/2/2024 1:35,Car,20,4,"Vellore, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,29,97.1
T309,H30,16346,3/2/2024 1:40,Car,20,2,"Kanchipuram, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,20,70.4
T310,228X,10258,3/2/2024 1:45,Car,4,5,"Dindigul, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,21,33.52
T311,503,11410,3/2/2024 1:50,Bike,20,3,"Thoothukudi, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,23,91.83
T312,263,14844,3/2/2024 1:55,Car,25,2,"Hosur, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,21,83.81
T313,W90,14866,3/2/2024 2:00,Bike,5,3,"Chennai, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,22,24.0
T314,542X,10968,3/2/2024 2:05,Car,10,3,"Chennai, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,23,45.91
T315,208,11830,3/2/2024 2:10,Bike,3,5,"Thanjavur, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,30,17.6
T316,230,11587,3/2/2024 2:15,Car,24,4,"Sivakasi, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,23,146.92
T317,734,16041,3/2/2024 2:20,Car,21,4,"Thanjavur, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,26,113.72
T318,451,10101,3/2/2024 2:25,Car,19,3,"Hosur, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,23,87.23
T319,H20,13774,3/2/2024 2:30,Car,9,4,"Tiruppur, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,26,48.74
T320,196F,14281,3/2/2024 2:35,Car,1,3,"Dindigul, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,26,4.06
T321,H33C,12990,3/2/2024 2:40,Car,21,2,"Nagapattinam, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,28,52.8
T322,M44,12126,3/2/2024 2:45,Car,21,1,"Erode, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,24,30.8
T323,230,12861,3/2/2024 2:50,Bike,16,5,"Karur, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,21,134.1
T324,253,16279,3/2/2024 2:55,Bike,20,2,"Chennai, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,26,54.15
T325,720H,15701,3/2/2024 3:00,Car,6,5,"Nagercoil, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,21,50.29
T326,230,11748,3/2/2024 3:05,Bike,20,1,"Dindigul, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,25,28.16
T327,224F,12465,3/2/2024 3:10,Car,7,4,"Cuddalore, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,25,39.42
T328,500,10528,3/2/2024 3:15,Car,11,2,"Sivakasi, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,24,32.27
T329,721F,17878,3/2/2024 3:20,Car,4,2,"Coimbatore, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,23,12.24
T330,442,10224,3/2/2024 3:25,Car,18,1,"Sivakasi, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,28,22.63
T331,502,10889,3/2/2024 3:30,Car,7,5,"Namakkal, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,27,45.63
T332,C2,17954,3/2/2024 3:35,Car,17,4,"Sivakasi, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,23,104.07
T333,228F,10191,3/2/2024 3:40,Car,5,4,"Madurai, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,24,29.33
T334,209F,11481,3/2/2024 3:45,Car,9,1,"Tirunelveli, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,28,11.31
T335,M44,14434,3/2/2024 3:50,Car,20,1,"Dindigul, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,30,23.47
T336,228F,13078,3/2/2024 3:55,Car,2,3,"Coimbatore, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,25,8.45
T337,721F,15785,3/2/2024 4:00,Car,16,4,"Madurai, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,24,93.87
T338,400,10245,3/2/2024 4:05,Car,9,1,"Tiruppur, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,27,11.73
T339,502,11800,3/2/2024 4:10,Car,23,5,"Cuddalore, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,27,149.93
T340,300,12463,3/2/2024 4:15,Car,7,3,"Vellore, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,26,28.43
T341,744,16130,3/2/2024 4:20,Car,3,2,"Tiruppur, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,30,7.04
T342,147,13548,3/2/2024 4:25,Car,11,1,"Kanchipuram, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",electric,30,12.91
T343,560,10645,3/2/2024 4:30,Bike,1,3,"Coimbatore, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,27,3.91
T344,232,12315,3/2/2024 4:35,Bike,11,5,"Tiruchirappalli, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,27,71.7
T345,228X,16275,3/2/2024 4:40,Bike,11,4,"Thanjavur, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,23,67.34
T346,442,17316,3/2/2024 4:45,Car,18,3,"Salem, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,30,63.36
T347,H30,12985,3/2/2024 4:50,Car,23,1,"Cuddalore, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,29,27.92
T348,N4,14841,3/2/2024 4:55,Car,24,3,"Hosur, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,20,126.72
T349,208B,12994,3/2/2024 5:00,Car,22,1,"Coimbatore, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,23,33.67
T350,H22,16415,3/2/2024 5:05,Bike,11,4,"Madurai, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,21,73.75
T351,117,12438,3/2/2024 5:10,Car,3,4,"Vellore, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,26,16.25
T352,100,14129,3/2/2024 5:15,Bike,10,3,"Erode, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,30,35.2
T353,225,11609,3/2/2024 5:20,Bike,15,5,"Sivakasi, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,24,110.0
T354,838H,18620,3/2/2024 5:25,Car,10,5,"Namakkal, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,23,76.52
T355,G40,16282,3/2/2024 5:30,Bike,14,2,"Dindigul, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,23,42.85
T356,461,18175,3/2/2024 5:35,Bike,14,4,"Thoothukudi, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,20,98.56
T357,M44,14432,3/2/2024 5:40,Bike,22,4,"Tirunelveli, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,23,134.68
T358,232,12312,3/2/2024 5:45,Car,25,5,"Coimbatore, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,27,162.96
T359,864,14814,3/2/2024 5:50,Car,15,2,"Nagapattinam, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,22,48.0
T360,248,13457,3/2/2024 5:55,Car,7,1,"Karur, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,30,8.21
T361,541G,10788,3/2/2024 6:00,Car,22,5,"Nagapattinam, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,30,129.07
T362,170,13790,3/2/2024 6:05,Car,22,3,"Erode, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,23,101.01
T363,734,16020,3/2/2024 6:10,Bike,23,4,"Thanjavur, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,25,129.54
T364,H20,16417,3/2/2024 6:15,Car,18,4,"Erode, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,25,101.38
T365,204,12195,3/2/2024 6:20,Car,21,3,"Tiruchirappalli, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,28,79.2
T366,861,13926,3/2/2024 6:25,Car,15,2,"Karur, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,24,44.0
T367,J1,13371,3/2/2024 6:30,Bike,17,2,"Tirunelveli, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,29,41.27
T368,273,13062,3/2/2024 6:35,Car,20,1,"Madurai, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,30,23.47
T369,254,12540,3/2/2024 6:40,Car,22,1,"Karur, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,27,28.68
T370,245,13829,3/2/2024 6:45,Car,16,3,"Coimbatore, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,30,56.32
T371,502,10570,3/2/2024 6:50,Bike,21,5,"Chennai, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,27,136.89
T372,178,13021,3/2/2024 6:55,Car,8,2,"Chennai, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,29,19.42
T373,228,10355,3/2/2024 7:00,Car,16,1,"Tirunelveli, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,27,20.86
T374,222,17265,3/2/2024 7:05,Car,18,5,"Chennai, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,26,121.85
T375,174,12622,3/2/2024 7:10,Car,8,1,"Tirunelveli, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,26,10.83
T376,281,12644,3/2/2024 7:15,Car,21,5,"Salem, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,29,127.45
T377,721F,14630,3/2/2024 7:20,Bike,12,3,"Chennai, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,20,63.36
T378,491,18326,3/2/2024 7:25,Bike,1,2,"Vellore, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,24,2.93
T379,142,13547,3/2/2024 7:30,Car,14,2,"Tirunelveli, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",gasoline,26,37.91
T380,J1,13535,3/2/2024 7:35,Car,6,5,"Hosur, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,22,48.0
T381,740,18682,3/2/2024 7:40,Car,18,1,"Sivakasi, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,25,25.34
T382,200,14585,3/2/2024 7:45,Bike,3,1,"Chennai, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,28,3.77
