Weather_ID,Date and time,Summary,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Cloud Cover,Pressure (millibars)
W22089,2024-05-16 16:40:00,Mostly Cloudy,14.88888888888889,14.88888888888889,0.87,4.2182,249,10.948,0.82,1011.61
W22090,2024-05-16 16:45:00,Partly Cloudy,15.994444444444444,15.994444444444444,0.81,7.695800000000001,253,11.27,0.752,1011.68
W22091,2024-05-16 16:50:00,Partly Cloudy,16.06111111111111,16.06111111111111,0.78,10.6904,281,11.27,0.745,1011.59
W22092,2024-05-16 16:55:00,Mostly Cloudy,17.727777777777774,17.727777777777774,0.65,10.7548,278,11.4471,0.657,1011.53
W22093,2024-05-16 17:00:00,Mostly Cloudy,18.81666666666667,18.81666666666667,0.53,13.2503,269,11.27,0.602,1011.58
W22094,2024-05-16 17:05:00,Mostly Cloudy,18.744444444444444,18.744444444444444,0.62,9.0804,255,11.27,0.644,1011.59
W22095,2024-05-16 17:10:00,Mostly Cloudy,18.022222222222226,18.022222222222226,0.63,14.651,284,11.4471,0.667,1011.58
W22096,2024-05-16 17:15:00,Mostly Cloudy,17.82222222222222,17.82222222222222,0.6,12.2843,279,11.27,0.708,1011.29
W22097,2024-05-16 17:20:00,Partly Cloudy,20.90555555555555,20.90555555555555,0.54,11.9462,271,11.27,0.55,1011.09
W22098,2024-05-16 17:25:00,Partly Cloudy,19.77777777777777,19.77777777777777,0.54,10.143,286,11.4471,0.646,1011.08
W22099,2024-05-16 17:30:00,Partly Cloudy,18.883333333333333,18.883333333333333,0.56,9.338,309,11.2056,0.601,1010.96
W22100,2024-05-16 17:35:00,Mostly Cloudy,18.83888888888889,18.83888888888889,0.56,10.6099,283,11.2056,0.666,1010.78
W22101,2024-05-16 17:40:00,Mostly Cloudy,15.533333333333337,15.533333333333337,0.74,9.160900000000002,262,11.3988,0.702,1011.42
W22102,2024-05-16 17:45:00,Mostly Cloudy,12.933333333333334,12.933333333333334,0.89,4.8461,272,9.982,0.826,1011.75
W22103,2024-05-16 17:50:00,Partly Cloudy,12.77777777777778,12.77777777777778,0.83,6.1502,270,15.826300000000002,0.733,1012.36
W22104,2024-05-16 17:55:00,Partly Cloudy,11.894444444444442,11.894444444444442,0.9,3.4615,232,11.6886,0.737,1012.54
W22105,2024-05-16 18:00:00,Partly Cloudy,11.644444444444446,11.644444444444446,0.9,3.0107000000000004,202,15.826300000000002,0.848,1012.37
W22106,2024-05-16 18:05:00,Partly Cloudy,11.622222222222224,11.622222222222224,0.9,3.1878,272,9.982,0.782,1012.25
W22107,2024-05-16 18:10:00,Mostly Cloudy,15.438888888888888,15.438888888888888,0.85,3.1878,161,14.9569,0.75,1013.06
W22108,2024-05-16 18:15:00,Mostly Cloudy,10.994444444444444,10.994444444444444,0.93,0.0,0,8.1305,0.807,1012.16
W22109,2024-05-16 18:20:00,Mostly Cloudy,10.466666666666669,10.466666666666669,0.93,3.22,210,8.1305,0.798,1012.35
W22110,2024-05-16 18:25:00,Foggy,9.622222222222222,9.622222222222222,0.94,2.6565,209,2.4955000000000003,0.89,1012.61
W22111,2024-05-16 18:30:00,Partly Cloudy,12.111111111111107,12.111111111111107,1.0,1.61,179,6.0697,0.871,1012.67
W22112,2024-05-16 18:35:00,Mostly Cloudy,13.916666666666664,13.916666666666664,0.9,0.1288,100,6.1985,0.79,1012.77
W22113,2024-05-16 18:40:00,Mostly Cloudy,16.016666666666666,16.016666666666666,0.81,1.4973,192,9.982,0.757,1013.18
W22114,2024-05-16 18:45:00,Mostly Cloudy,18.79444444444444,18.79444444444444,0.62,4.781700000000001,228,10.0464,0.594,1013.34
W22115,2024-05-16 18:50:00,Mostly Cloudy,20.02777777777778,20.02777777777778,0.57,7.856800000000001,201,11.27,0.62,1013.43
W22116,2024-05-16 18:55:00,Partly Cloudy,21.04444444444444,21.04444444444444,0.49,7.760200000000001,219,11.3988,0.566,1013.51
W22117,2024-05-16 19:00:00,Partly Cloudy,22.29444444444444,22.29444444444444,0.47,14.0875,169,11.2056,0.459,1013.52
W22118,2024-05-16 19:05:00,Mostly Cloudy,22.22222222222222,22.22222222222222,0.53,11.2056,210,11.2056,0.567,1013.33
W22119,2024-05-16 19:10:00,Partly Cloudy,22.73888888888889,22.73888888888889,0.47,12.9283,214,11.3988,0.574,1013.27
W22120,2024-05-16 19:15:00,Mostly Cloudy,22.800000000000004,22.800000000000004,0.44,14.2807,190,9.982,0.507,1012.92
W22121,2024-05-16 19:20:00,Partly Cloudy,23.81666666666667,23.81666666666667,0.39,12.7029,221,9.982,0.542,1012.42
W22122,2024-05-16 19:25:00,Partly Cloudy,22.744444444444444,22.744444444444444,0.47,13.2825,199,11.3988,0.572,1012.35
W22123,2024-05-16 19:30:00,Partly Cloudy,22.24444444444445,22.24444444444445,0.49,9.6761,182,11.2056,0.528,1012.23
W22124,2024-05-16 19:35:00,Partly Cloudy,22.24444444444445,22.24444444444445,0.55,9.5795,183,9.982,0.606,1012.32
W22125,2024-05-16 19:40:00,Mostly Cloudy,19.47222222222222,19.47222222222222,0.65,8.1949,174,10.3523,0.697,1012.68
W22126,2024-05-16 19:45:00,Mostly Cloudy,17.84444444444445,17.84444444444445,0.7,9.3541,172,9.982,0.662,1012.73
W22127,2024-05-16 19:50:00,Partly Cloudy,16.77777777777778,16.77777777777778,0.77,6.44,170,15.826300000000002,0.687,1013.4
W22128,2024-05-16 19:55:00,Mostly Cloudy,17.45,17.45,0.77,4.1055,173,14.9569,0.745,1013.41
W22129,2024-05-16 20:00:00,Mostly Cloudy,16.666666666666668,16.666666666666668,0.81,6.3756,172,15.826300000000002,0.682,1013.23
W22130,2024-05-16 20:05:00,Mostly Cloudy,16.644444444444446,16.644444444444446,0.81,6.279,161,15.826300000000002,0.734,1013.33
W22131,2024-05-16 20:10:00,Mostly Cloudy,17.188888888888886,17.188888888888886,0.9,3.5098000000000003,162,8.420300000000001,0.767,1013.1
W22132,2024-05-16 20:15:00,Mostly Cloudy,15.994444444444444,15.994444444444444,0.84,6.2468,152,14.9086,0.733,1013.22
W22133,2024-05-16 20:20:00,Mostly Cloudy,16.483333333333334,16.483333333333334,0.82,6.5205,170,14.9086,0.746,1013.13
W22134,2024-05-16 20:25:00,Mostly Cloudy,15.544444444444444,15.544444444444444,0.88,6.1341,162,14.9569,0.665,1013.23
W22135,2024-05-16 20:30:00,Mostly Cloudy,16.97222222222222,16.97222222222222,0.87,4.83,153,9.982,0.764,1013.24
W22136,2024-05-16 20:35:00,Mostly Cloudy,18.666666666666664,18.666666666666664,0.79,7.824600000000001,163,9.982,0.756,1013.16
W22137,2024-05-16 20:40:00,Mostly Cloudy,20.91111111111111,20.91111111111111,0.69,8.645700000000001,190,9.982,0.69,1013.6
W22138,2024-05-16 20:45:00,Partly Cloudy,22.68888888888889,22.68888888888889,0.62,11.0607,203,9.982,0.619,1013.81
W22139,2024-05-16 20:50:00,Partly Cloudy,23.84444444444445,23.84444444444445,0.58,11.382700000000002,212,11.27,0.563,1013.91
W22140,2024-05-16 20:55:00,Partly Cloudy,25.572222222222223,25.572222222222223,0.49,13.1376,225,11.3988,0.58,1014.36
W22141,2024-05-16 21:00:00,Partly Cloudy,24.90555555555555,24.90555555555555,0.5,9.6117,232,11.2056,0.551,1013.85
W22142,2024-05-16 21:05:00,Partly Cloudy,25.944444444444443,25.944444444444443,0.45,7.695800000000001,234,9.982,0.565,1013.62
W22143,2024-05-16 21:10:00,Mostly Cloudy,26.994444444444447,26.9,0.41,6.488300000000001,141,10.3523,0.533,1013.18
W22144,2024-05-16 21:15:00,Partly Cloudy,27.077777777777776,27.00555555555556,0.42,4.8622000000000005,194,9.982,0.507,1012.74
W22145,2024-05-16 21:20:00,Partly Cloudy,27.70555555555556,27.61666666666666,0.43,8.9838,153,9.982,0.57,1012.26
W22146,2024-05-16 21:25:00,Mostly Cloudy,27.55,27.45555555555556,0.43,9.6761,173,10.3523,0.502,1012.4
W22147,2024-05-16 21:30:00,Mostly Cloudy,25.99444444444445,25.99444444444445,0.5,2.5760000000000005,150,9.982,0.616,1012.08
W22148,2024-05-16 21:35:00,Overcast,24.90555555555555,24.90555555555555,0.55,7.4704,139,9.982,0.817,1012.14
W22149,2024-05-16 21:40:00,Mostly Cloudy,22.950000000000003,22.950000000000003,0.61,8.227100000000002,107,10.3523,0.674,1011.75
W22150,2024-05-16 21:45:00,Mostly Cloudy,22.56666666666667,22.56666666666667,0.63,8.372000000000002,126,11.2056,0.63,1011.79
W22151,2024-05-16 21:50:00,Overcast,21.966666666666672,21.966666666666672,0.68,13.3308,182,15.7297,0.902,1012.71
W22152,2024-05-16 21:55:00,Overcast,19.766666666666666,19.766666666666666,0.77,14.007,191,14.4095,0.867,1013.75
W22153,2024-05-16 22:00:00,Overcast,17.733333333333334,17.733333333333334,0.9,6.601,352,15.8746,0.933,1012.88
W22154,2024-05-16 22:05:00,Overcast,17.68888888888889,17.68888888888889,0.9,6.488300000000001,117,15.826300000000002,0.923,1012.55
W22155,2024-05-16 22:10:00,Partly Cloudy,17.188888888888886,17.188888888888886,0.93,8.1305,13,9.8371,0.77,1015.23
W22156,2024-05-16 22:15:00,Mostly Cloudy,15.577777777777776,15.577777777777776,0.93,2.0769,77,4.7495,0.908,1013.07
W22157,2024-05-16 22:20:00,Foggy,15.050000000000002,15.050000000000002,0.93,2.7692,348,2.2057,0.853,1012.94
W22158,2024-05-16 22:25:00,Foggy,15.4,15.4,0.96,1.932,148,2.254,0.926,1012.63
W22159,2024-05-16 22:30:00,Foggy,17.15,17.15,0.93,8.9838,310,2.6404,0.912,1012.87
W22160,2024-05-16 22:35:00,Mostly Cloudy,18.7,18.7,0.93,4.4758,3,6.0697,0.86,1013.18
W22161,2024-05-16 22:40:00,Partly Cloudy,19.694444444444443,19.694444444444443,0.86,1.1914,36,11.237800000000002,0.734,1013.28
W22162,2024-05-16 22:45:00,Partly Cloudy,21.98333333333333,21.98333333333333,0.74,4.6046000000000005,191,11.125100000000002,0.681,1012.96
W22163,2024-05-16 22:50:00,Partly Cloudy,23.53333333333333,23.53333333333333,0.7,10.143,201,11.27,0.561,1012.99
W22164,2024-05-16 22:55:00,Mostly Cloudy,23.66111111111111,23.66111111111111,0.6,15.5848,251,11.4471,0.612,1012.79
W22165,2024-05-16 23:00:00,Partly Cloudy,22.655555555555555,22.655555555555555,0.72,19.8191,311,11.27,0.713,1012.92
W22166,2024-05-16 23:05:00,Partly Cloudy,23.72222222222222,23.72222222222222,0.63,14.860300000000002,312,11.27,0.623,1013.21
W22167,2024-05-16 23:10:00,Mostly Cloudy,23.7,23.7,0.63,12.0589,304,11.237800000000002,0.609,1013.62
W22168,2024-05-16 23:15:00,Mostly Cloudy,23.694444444444446,23.694444444444446,0.63,10.9319,311,11.0446,0.622,1013.02
W22169,2024-05-16 23:20:00,Mostly Cloudy,23.744444444444444,23.744444444444444,0.63,12.1394,312,11.27,0.681,1013.14
W22170,2024-05-16 23:25:00,Mostly Cloudy,22.55555555555556,22.55555555555556,0.68,12.1877,311,11.4471,0.658,1013.38
W22171,2024-05-16 23:30:00,Partly Cloudy,21.04444444444444,21.04444444444444,0.74,14.0392,350,11.27,0.771,1013.32
W22172,2024-05-16 23:35:00,Partly Cloudy,19.00555555555555,19.00555555555555,0.89,8.1144,351,11.27,0.756,1013.89
W22173,2024-05-16 23:40:00,Mostly Cloudy,18.883333333333333,18.883333333333333,0.9,2.6887,228,10.5455,0.798,1014.64
W22174,2024-05-16 23:45:00,Mostly Cloudy,17.800000000000004,17.800000000000004,0.96,7.647500000000001,262,11.27,0.801,1014.77
W22175,2024-05-16 23:50:00,Mostly Cloudy,17.705555555555556,17.705555555555556,0.93,6.279,294,10.0464,0.895,1015.22
W22176,2024-05-16 23:55:00,Mostly Cloudy,17.627777777777776,17.627777777777776,0.93,10.5616,280,9.982,0.82,1015.67
W22177,2024-05-17 00:00:00,Mostly Cloudy,17.566666666666666,17.566666666666666,0.93,6.6654,0,9.982,0.898,1015.62
W22178,2024-05-17 00:05:00,Partly Cloudy,17.5,17.5,0.93,11.0285,321,11.8979,0.783,1015.52
W22179,2024-05-17 00:10:00,Mostly Cloudy,15.677777777777775,15.677777777777775,0.93,7.0357,303,9.982,0.88,1016.65
W22180,2024-05-17 00:15:00,Clear,15.461111111111109,15.461111111111109,0.93,6.3756,338,6.118,0.351,1015.89
W22181,2024-05-17 00:20:00,Partly Cloudy,14.444444444444445,14.444444444444445,0.93,6.279,310,4.025,0.898,1015.81
W22182,2024-05-17 00:25:00,Partly Cloudy,14.25,14.25,0.93,6.423900000000001,341,8.903300000000002,0.783,1015.92
W22183,2024-05-17 00:30:00,Clear,16.038888888888888,16.038888888888888,0.88,5.0071,336,9.6761,0.309,1016.18
W22184,2024-05-17 00:35:00,Partly Cloudy,17.666666666666668,17.666666666666668,0.85,4.459700000000001,33,9.8049,0.731,1016.47
W22185,2024-05-17 00:40:00,Partly Cloudy,19.60555555555556,19.60555555555556,0.72,5.1681,16,10.722600000000002,0.705,1016.76
W22186,2024-05-17 00:45:00,Partly Cloudy,21.06666666666667,21.06666666666667,0.68,4.5724,29,11.27,0.606,1016.86
W22187,2024-05-17 00:50:00,Mostly Cloudy,22.71111111111111,22.71111111111111,0.66,10.448900000000002,351,11.27,0.647,1017.05
W22188,2024-05-17 00:55:00,Partly Cloudy,23.61111111111111,23.61111111111111,0.59,5.3935,347,11.0768,0.657,1017.06
W22189,2024-05-17 01:00:00,Partly Cloudy,23.911111111111115,23.911111111111115,0.54,10.5455,328,11.27,0.608,1016.96
W22190,2024-05-17 01:05:00,Partly Cloudy,24.97777777777777,24.97777777777777,0.51,4.6690000000000005,284,11.27,0.518,1016.65
W22191,2024-05-17 01:10:00,Partly Cloudy,25.92222222222222,25.92222222222222,0.47,5.618900000000001,281,10.4006,0.474,1016.33
W22192,2024-05-17 01:15:00,Partly Cloudy,27.10555555555556,27.016666666666666,0.41,9.4507,308,9.982,0.539,1015.87
W22193,2024-05-17 01:20:00,Partly Cloudy,26.13333333333334,26.13333333333334,0.44,4.7012,352,9.982,0.601,1015.57
W22194,2024-05-17 01:25:00,Mostly Cloudy,27.03333333333333,26.944444444444443,0.41,9.9176,297,10.3523,0.478,1015.57
W22195,2024-05-17 01:30:00,Partly Cloudy,26.17777777777778,26.17777777777778,0.44,9.5634,299,9.982,0.621,1015.25
W22196,2024-05-17 01:35:00,Partly Cloudy,25.06666666666667,25.06666666666667,0.5,5.0876,308,9.982,0.571,1015.17
W22197,2024-05-17 01:40:00,Partly Cloudy,23.14444444444444,23.14444444444444,0.62,3.703,273,10.3523,0.557,1015.53
W22198,2024-05-17 01:45:00,Partly Cloudy,20.06666666666667,20.06666666666667,0.77,0.0,0,9.982,0.661,1015.85
W22199,2024-05-17 01:50:00,Partly Cloudy,18.33333333333333,18.33333333333333,0.87,0.0,0,14.9086,0.777,1016.35
W22200,2024-05-17 01:55:00,Partly Cloudy,17.933333333333334,17.933333333333334,0.89,2.8175000000000003,166,14.168000000000005,0.768,1016.43
W22201,2024-05-17 02:00:00,Partly Cloudy,15.68888888888889,15.68888888888889,0.81,6.3112,0,15.826300000000002,0.778,1015.21
W22202,2024-05-17 02:05:00,Clear,13.994444444444444,13.994444444444444,0.86,6.4561,2,15.826300000000002,0.202,1015.29
W22203,2024-05-17 02:10:00,Partly Cloudy,18.188888888888886,18.188888888888886,0.64,11.2861,158,14.9569,0.636,1014.61
W22204,2024-05-17 02:15:00,Clear,14.394444444444442,14.394444444444442,0.77,10.9319,29,15.826300000000002,0.204,1015.02
W22205,2024-05-17 02:20:00,Partly Cloudy,13.416666666666666,13.416666666666666,0.82,11.0929,30,15.826300000000002,0.726,1015.11
W22206,2024-05-17 02:25:00,Partly Cloudy,14.144444444444446,14.144444444444446,0.79,10.1913,27,14.9569,0.705,1015.34
W22207,2024-05-17 02:30:00,Mostly Cloudy,15.050000000000002,15.050000000000002,0.78,8.0017,30,9.982,0.732,1015.84
W22208,2024-05-17 02:35:00,Mostly Cloudy,15.144444444444442,15.144444444444442,0.77,8.162700000000001,12,9.982,0.748,1015.93
W22209,2024-05-17 02:40:00,Mostly Cloudy,17.977777777777778,17.977777777777778,0.73,9.8532,9,9.982,0.723,1016.16
W22210,2024-05-17 02:45:00,Mostly Cloudy,20.022222222222226,20.022222222222226,0.67,11.2056,30,9.982,0.684,1015.98
W22211,2024-05-17 02:50:00,Mostly Cloudy,22.28888888888889,22.28888888888889,0.63,8.1305,39,9.982,0.694,1015.77
W22212,2024-05-17 02:55:00,Mostly Cloudy,25.016666666666666,25.016666666666666,0.54,9.160900000000002,45,10.3523,0.541,1015.62
W22213,2024-05-17 03:00:00,Mostly Cloudy,27.15,27.338888888888885,0.46,11.3505,50,11.2056,0.463,1015.28
W22214,2024-05-17 03:05:00,Partly Cloudy,27.28888888888889,27.10555555555556,0.4,11.27,72,9.982,0.554,1015.18
W22215,2024-05-17 03:10:00,Partly Cloudy,27.78333333333333,27.600000000000005,0.42,10.7709,84,10.3523,0.482,1015.02
W22216,2024-05-17 03:15:00,Partly Cloudy,27.938888888888894,27.55555555555556,0.39,10.3523,54,9.982,0.491,1014.37
W22217,2024-05-17 03:20:00,Partly Cloudy,27.866666666666664,27.511111111111106,0.39,14.2646,70,9.982,0.482,1013.68
W22218,2024-05-17 03:25:00,Partly Cloudy,27.39444444444445,27.29444444444444,0.42,11.0285,92,10.3523,0.496,1013.4
W22219,2024-05-17 03:30:00,Partly Cloudy,27.31111111111111,27.444444444444446,0.46,15.778000000000002,90,9.982,0.485,1013.17
W22220,2024-05-17 03:35:00,Partly Cloudy,26.2,26.2,0.49,12.5097,71,9.982,0.54,1013.26
W22221,2024-05-17 03:40:00,Partly Cloudy,24.14444444444444,24.14444444444444,0.56,12.0911,107,10.3523,0.628,1013.32
W22222,2024-05-17 03:45:00,Partly Cloudy,22.077777777777776,22.077777777777776,0.64,9.499,109,9.982,0.652,1013.65
W22223,2024-05-17 03:50:00,Mostly Cloudy,21.961111111111112,21.961111111111112,0.62,14.0714,137,15.826300000000002,0.622,1014.33
W22224,2024-05-17 03:55:00,Partly Cloudy,20.488888888888887,20.488888888888887,0.65,11.3022,166,15.3111,0.606,1014.5
W22225,2024-05-17 04:00:00,Partly Cloudy,16.644444444444446,16.644444444444446,0.9,3.0268,193,11.9784,0.823,1016.47
W22226,2024-05-17 04:05:00,Mostly Cloudy,16.622222222222224,16.622222222222224,0.9,3.1234,223,11.9784,0.767,1016.59
W22227,2024-05-17 04:10:00,Partly Cloudy,16.416666666666668,16.416666666666668,0.89,6.6332,297,9.982,0.712,1018.68
W22228,2024-05-17 04:15:00,Partly Cloudy,14.97777777777778,14.97777777777778,0.93,11.27,310,9.982,0.834,1016.88
W22229,2024-05-17 04:20:00,Mostly Cloudy,14.905555555555551,14.905555555555551,0.93,11.27,310,9.982,0.853,1016.69
W22230,2024-05-17 04:25:00,Mostly Cloudy,14.805555555555555,14.805555555555555,0.92,7.1645,291,8.3398,0.806,1017.02
W22231,2024-05-17 04:30:00,Mostly Cloudy,17.577777777777776,17.577777777777776,0.9,3.22,310,9.9015,0.846,1017.18
W22232,2024-05-17 04:35:00,Partly Cloudy,20.88888888888889,20.88888888888889,0.8,4.8783,329,9.982,0.702,1017.38
W22233,2024-05-17 04:40:00,Partly Cloudy,23.55,23.55,0.66,4.1699,332,9.982,0.683,1017.73
W22234,2024-05-17 04:45:00,Partly Cloudy,25.97222222222222,25.97222222222222,0.51,4.8139,309,9.982,0.643,1017.68
W22235,2024-05-17 04:50:00,Partly Cloudy,27.15555555555555,27.1,0.42,7.567000000000001,329,9.982,0.525,1017.77
W22236,2024-05-17 04:55:00,Partly Cloudy,28.48333333333333,27.97222222222221,0.38,7.583100000000001,331,10.3523,0.488,1018.06
W22237,2024-05-17 05:00:00,Partly Cloudy,27.77777777777778,27.52777777777778,0.41,9.5634,319,9.982,0.512,1018.07
W22238,2024-05-17 05:05:00,Partly Cloudy,29.88333333333334,29.283333333333328,0.37,9.2575,6,9.982,0.555,1017.68
W22239,2024-05-17 05:10:00,Partly Cloudy,28.79444444444444,28.08888888888889,0.36,8.355900000000002,7,10.3523,0.502,1017.57
W22240,2024-05-17 05:15:00,Partly Cloudy,29.92777777777778,29.294444444444448,0.37,7.4704,5,9.982,0.575,1017.27
W22241,2024-05-17 05:20:00,Partly Cloudy,28.86111111111111,28.23333333333333,0.37,9.5795,355,9.982,0.504,1016.89
W22242,2024-05-17 05:25:00,Partly Cloudy,29.838888888888885,28.98333333333333,0.35,5.4418,1,10.3523,0.451,1016.8
W22243,2024-05-17 05:30:00,Mostly Cloudy,28.838888888888885,28.444444444444443,0.4,9.6922,336,9.982,0.485,1016.58
W22244,2024-05-17 05:35:00,Mostly Cloudy,26.17777777777778,26.17777777777778,0.53,8.1788,327,9.982,0.585,1016.5
W22245,2024-05-17 05:40:00,Overcast,25.294444444444444,25.294444444444444,0.56,7.921200000000001,308,10.3523,0.683,1016.98
W22246,2024-05-17 05:45:00,Overcast,21.25,21.25,0.78,5.1681,309,9.982,0.872,1017.48
W22247,2024-05-17 05:50:00,Overcast,20.51111111111112,20.51111111111112,0.78,6.6654,310,15.826300000000002,0.835,1018.07
W22248,2024-05-17 05:55:00,Mostly Cloudy,19.47777777777777,19.47777777777777,0.78,6.7620000000000005,294,14.9569,0.706,1018.62
W22249,2024-05-17 06:00:00,Overcast,18.433333333333337,18.433333333333337,0.81,14.49,310,15.826300000000002,0.953,1018.97
W22250,2024-05-17 06:05:00,Partly Cloudy,17.733333333333334,17.733333333333334,0.84,6.7298,283,9.982,0.769,1019.09
W22251,2024-05-17 06:10:00,Clear,17.555555555555557,17.555555555555557,0.88,3.0751,312,14.168000000000005,0.181,1021.11
W22252,2024-05-17 06:15:00,Partly Cloudy,16.211111111111112,16.211111111111112,0.87,3.4454,336,14.9086,0.716,1019.07
W22253,2024-05-17 06:20:00,Partly Cloudy,16.116666666666664,16.116666666666664,0.87,3.719100000000001,318,14.9086,0.764,1019.09
W22254,2024-05-17 06:25:00,Partly Cloudy,15.983333333333336,15.983333333333336,0.86,4.395300000000001,318,11.6886,0.775,1019.43
W22255,2024-05-17 06:30:00,Partly Cloudy,18.71111111111112,18.71111111111112,0.84,5.2325,318,9.982,0.828,1019.5
W22256,2024-05-17 06:35:00,Clear,21.97777777777777,21.97777777777777,0.69,7.953400000000001,331,9.982,0.215,1019.69
W22257,2024-05-17 06:40:00,Partly Cloudy,24.59444444444444,24.59444444444444,0.56,9.0804,7,10.3523,0.637,1019.86
W22258,2024-05-17 06:45:00,Partly Cloudy,27.016666666666666,27.31666666666667,0.48,10.787,352,9.982,0.545,1019.98
W22259,2024-05-17 06:50:00,Partly Cloudy,27.71111111111111,27.84444444444445,0.46,10.851400000000002,350,9.982,0.585,1020.26
W22260,2024-05-17 06:55:00,Partly Cloudy,28.67777777777778,28.1,0.38,11.0768,1,10.3523,0.46,1020.27
W22261,2024-05-17 07:00:00,Partly Cloudy,29.88333333333334,29.26111111111112,0.37,11.0446,9,9.982,0.528,1020.38
W22262,2024-05-17 07:05:00,Partly Cloudy,29.90555555555555,29.13888888888889,0.36,7.905100000000001,5,9.982,0.473,1020.27
W22263,2024-05-17 07:10:00,Partly Cloudy,30.80555555555556,29.899999999999995,0.34,7.245,353,10.3523,0.411,1020.09
W22264,2024-05-17 07:15:00,Mostly Cloudy,29.97222222222222,29.177777777777774,0.35,7.969500000000001,329,9.982,0.503,1019.78
W22265,2024-05-17 07:20:00,Mostly Cloudy,30.99444444444445,30.30555555555556,0.35,7.695800000000001,25,9.982,0.531,1019.69
W22266,2024-05-17 07:25:00,Partly Cloudy,30.83333333333333,30.088888888888885,0.35,9.4668,351,10.3523,0.457,1019.72
W22267,2024-05-17 07:30:00,Partly Cloudy,29.95,29.36111111111111,0.37,9.9498,46,9.982,0.551,1019.38
W22268,2024-05-17 07:35:00,Partly Cloudy,28.90555555555555,28.522222222222226,0.4,4.652900000000001,12,9.982,0.441,1019.48
W22269,2024-05-17 07:40:00,Partly Cloudy,26.5,26.5,0.56,5.0715,347,10.3523,0.545,1019.85
W22270,2024-05-17 07:45:00,Partly Cloudy,22.266666666666666,22.266666666666666,0.73,0.1449,260,9.982,0.69,1020.06
W22271,2024-05-17 07:50:00,Partly Cloudy,21.59444444444445,21.59444444444445,0.76,0.0,0,15.826300000000002,0.658,1020.58
W22272,2024-05-17 07:55:00,Partly Cloudy,20.26666666666667,20.26666666666667,0.81,3.0429,285,14.9569,0.681,1020.94
W22273,2024-05-17 08:00:00,Partly Cloudy,19.35,19.35,0.82,3.4776,295,15.826300000000002,0.716,1021.07
W22274,2024-05-17 08:05:00,Partly Cloudy,18.35555555555556,18.35555555555556,0.87,3.2361,254,15.826300000000002,0.718,1021.27
W22275,2024-05-17 08:10:00,Clear,19.89444444444445,19.89444444444445,0.82,2.3828,197,14.9569,0.2,1019.41
W22276,2024-05-17 08:15:00,Clear,17.22222222222222,17.22222222222222,0.9,3.22,90,14.9086,0.275,1021.37
W22277,2024-05-17 08:20:00,Clear,16.688888888888886,16.688888888888886,0.93,6.1502,60,9.982,0.288,1021.47
W22278,2024-05-17 08:25:00,Clear,16.48888888888889,16.48888888888889,0.91,3.3005,248,9.982,0.301,1021.33
W22279,2024-05-17 08:30:00,Clear,18.827777777777776,18.827777777777776,0.9,1.4651,255,9.982,0.267,1021.28
W22280,2024-05-17 08:35:00,Clear,22.600000000000005,22.600000000000005,0.74,2.9624,313,9.982,0.151,1021.27
W22281,2024-05-17 08:40:00,Clear,26.80555555555556,27.63888888888889,0.57,3.3005,82,9.982,0.129,1021.37
W22282,2024-05-17 08:45:00,Clear,27.77777777777778,28.47222222222222,0.53,4.7656,153,9.982,0.143,1021.35
W22283,2024-05-17 08:50:00,Clear,28.88888888888889,29.1,0.46,7.969500000000001,163,9.982,0.079,1021.45
W22284,2024-05-17 08:55:00,Partly Cloudy,29.922222222222224,29.40555555555556,0.38,4.588500000000001,148,10.8997,0.501,1021.4
W22285,2024-05-17 09:00:00,Partly Cloudy,29.95,29.66111111111111,0.4,4.6046000000000005,158,9.982,0.478,1021.35
W22286,2024-05-17 09:05:00,Partly Cloudy,31.11111111111111,30.23333333333333,0.34,7.856800000000001,144,9.982,0.458,1021.45
W22287,2024-05-17 09:10:00,Partly Cloudy,31.03888888888889,30.672222222222217,0.38,8.0661,176,10.3523,0.529,1021.21
W22288,2024-05-17 09:15:00,Partly Cloudy,32.2,31.54444444444444,0.34,10.9319,162,9.982,0.375,1020.43
W22289,2024-05-17 09:20:00,Partly Cloudy,32.22222222222222,32.25555555555556,0.38,8.291500000000001,172,9.982,0.471,1020.14
W22290,2024-05-17 09:25:00,Partly Cloudy,32.099999999999994,31.97222222222222,0.37,5.4096,193,10.3523,0.508,1019.94
W22291,2024-05-17 09:30:00,Partly Cloudy,31.13333333333334,31.18333333333333,0.41,7.921200000000001,165,9.982,0.459,1019.42
W22292,2024-05-17 09:35:00,Partly Cloudy,30.04444444444444,30.466666666666672,0.46,7.8729,165,9.982,0.55,1019.04
W22293,2024-05-17 09:40:00,Partly Cloudy,27.649999999999995,28.183333333333337,0.51,5.3291,174,10.3523,0.579,1019.3
W22294,2024-05-17 09:45:00,Partly Cloudy,25.02777777777778,25.02777777777778,0.62,4.7012,152,9.982,0.573,1019.03
W22295,2024-05-17 09:50:00,Partly Cloudy,23.28888888888889,23.28888888888889,0.71,6.166300000000001,161,15.826300000000002,0.645,1019.14
W22296,2024-05-17 09:55:00,Clear,21.89444444444444,21.89444444444444,0.75,3.3005,161,14.9569,0.148,1019.49
W22297,2024-05-17 10:00:00,Clear,21.64444444444444,21.64444444444444,0.76,6.2146,162,15.826300000000002,0.189,1019.04
